index;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
406;Application_196483749;4;User_17;1124;New credit;Car;10000.0;A_Cancelled
407;Application_196483749;20;User_17;1124;New credit;Car;10000.0;A_Cancelled
408;Application_196483749;3;User_17;1124;New credit;Car;10000.0;A_Cancelled
409;Application_196483749;0;User_17;1124;New credit;Car;10000.0;A_Cancelled
410;Application_196483749;12;User_17;1124;New credit;Car;10000.0;A_Cancelled
411;Application_196483749;13;User_17;1124;New credit;Car;10000.0;A_Cancelled
412;Application_196483749;16;User_17;1124;New credit;Car;10000.0;A_Cancelled
413;Application_196483749;18;User_17;1124;New credit;Car;10000.0;A_Cancelled
414;Application_196483749;2;User_17;1124;New credit;Car;10000.0;A_Cancelled
415;Application_196483749;11;User_17;1124;New credit;Car;10000.0;A_Cancelled
416;Application_196483749;12;User_17;1124;New credit;Car;10000.0;A_Cancelled
417;Application_196483749;13;User_17;1124;New credit;Car;10000.0;A_Cancelled
418;Application_196483749;15;User_17;1124;New credit;Car;10000.0;A_Cancelled
419;Application_196483749;12;User_17;1124;New credit;Car;10000.0;A_Cancelled
420;Application_196483749;13;User_17;1124;New credit;Car;10000.0;A_Cancelled
421;Application_196483749;15;User_17;1124;New credit;Car;10000.0;A_Cancelled
422;Application_196483749;12;User_8;1124;New credit;Car;10000.0;A_Cancelled
423;Application_196483749;13;User_8;1124;New credit;Car;10000.0;A_Cancelled
424;Application_196483749;15;User_8;1124;New credit;Car;10000.0;A_Cancelled
425;Application_196483749;1;User_1;1124;New credit;Car;10000.0;A_Cancelled
7777;Application_1476922534;4;User_1;1162;New credit;Car;6000.0;A_Pending
7778;Application_1476922534;8;User_1;1162;New credit;Car;6000.0;A_Pending
7779;Application_1476922534;3;User_1;1162;New credit;Car;6000.0;A_Pending
7780;Application_1476922534;20;User_38;1162;New credit;Car;6000.0;A_Pending
7781;Application_1476922534;0;User_38;1162;New credit;Car;6000.0;A_Pending
7782;Application_1476922534;12;User_38;1162;New credit;Car;6000.0;A_Pending
7783;Application_1476922534;13;User_38;1162;New credit;Car;6000.0;A_Pending
7784;Application_1476922534;15;User_38;1162;New credit;Car;6000.0;A_Pending
7785;Application_1476922534;18;User_38;1162;New credit;Car;6000.0;A_Pending
