;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
129;Application_1878239836;4;User_1;9;New credit;Home improvement;15000.0;A_Denied
130;Application_1878239836;8;User_1;9;New credit;Home improvement;15000.0;A_Denied
131;Application_1878239836;3;User_1;9;New credit;Home improvement;15000.0;A_Denied
132;Application_1878239836;21;User_3;9;New credit;Home improvement;15000.0;A_Denied
133;Application_1878239836;0;User_3;9;New credit;Home improvement;15000.0;A_Denied
134;Application_1878239836;12;User_3;9;New credit;Home improvement;15000.0;A_Denied
135;Application_1878239836;13;User_3;9;New credit;Home improvement;15000.0;A_Denied
136;Application_1878239836;16;User_3;9;New credit;Home improvement;15000.0;A_Denied
137;Application_1878239836;19;User_3;9;New credit;Home improvement;15000.0;A_Denied
138;Application_1878239836;2;User_3;9;New credit;Home improvement;15000.0;A_Denied
139;Application_1878239836;25;User_99;9;New credit;Home improvement;15000.0;A_Denied
140;Application_1878239836;9;User_113;9;New credit;Home improvement;15000.0;A_Denied
141;Application_1878239836;15;User_113;9;New credit;Home improvement;15000.0;A_Denied
142;Application_1878239836;5;User_99;9;New credit;Home improvement;15000.0;A_Denied
143;Application_1878239836;14;User_99;9;New credit;Home improvement;15000.0;A_Denied
277;Application_1806387393;4;User_1;628;New credit;Car;5000.0;A_Denied
278;Application_1806387393;8;User_1;628;New credit;Car;5000.0;A_Denied
279;Application_1806387393;22;User_17;628;New credit;Car;5000.0;A_Denied
280;Application_1806387393;21;User_38;628;New credit;Car;5000.0;A_Denied
281;Application_1806387393;3;User_17;628;New credit;Car;5000.0;A_Denied
282;Application_1806387393;21;User_38;628;New credit;Car;5000.0;A_Denied
283;Application_1806387393;0;User_38;628;New credit;Car;5000.0;A_Denied
284;Application_1806387393;12;User_38;628;New credit;Car;5000.0;A_Denied
285;Application_1806387393;13;User_38;628;New credit;Car;5000.0;A_Denied
286;Application_1806387393;16;User_38;628;New credit;Car;5000.0;A_Denied
287;Application_1806387393;19;User_38;628;New credit;Car;5000.0;A_Denied
288;Application_1806387393;2;User_38;628;New credit;Car;5000.0;A_Denied
289;Application_1806387393;25;User_95;628;New credit;Car;5000.0;A_Denied
290;Application_1806387393;9;User_117;628;New credit;Car;5000.0;A_Denied
291;Application_1806387393;15;User_117;628;New credit;Car;5000.0;A_Denied
292;Application_1806387393;5;User_95;628;New credit;Car;5000.0;A_Denied
293;Application_1806387393;14;User_95;628;New credit;Car;5000.0;A_Denied
1460;Application_987262285;4;User_1;18;New credit;Car;6000.0;A_Denied
1461;Application_987262285;8;User_1;18;New credit;Car;6000.0;A_Denied
1462;Application_987262285;22;User_14;18;New credit;Car;6000.0;A_Denied
1463;Application_987262285;21;User_14;18;New credit;Car;6000.0;A_Denied
1464;Application_987262285;3;User_14;18;New credit;Car;6000.0;A_Denied
1465;Application_987262285;0;User_22;18;New credit;Car;6000.0;A_Denied
1466;Application_987262285;12;User_22;18;New credit;Car;6000.0;A_Denied
1467;Application_987262285;13;User_22;18;New credit;Car;6000.0;A_Denied
1468;Application_987262285;16;User_22;18;New credit;Car;6000.0;A_Denied
1469;Application_987262285;19;User_22;18;New credit;Car;6000.0;A_Denied
1470;Application_987262285;2;User_22;18;New credit;Car;6000.0;A_Denied
1471;Application_987262285;25;User_68;18;New credit;Car;6000.0;A_Denied
1472;Application_987262285;9;User_116;18;New credit;Car;6000.0;A_Denied
1473;Application_987262285;15;User_116;18;New credit;Car;6000.0;A_Denied
1474;Application_987262285;5;User_68;18;New credit;Car;6000.0;A_Denied
