;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
222;Application_42838382;4;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
223;Application_42838382;8;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
224;Application_42838382;3;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
225;Application_42838382;21;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
226;Application_42838382;0;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
227;Application_42838382;12;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
228;Application_42838382;13;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
229;Application_42838382;12;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
230;Application_42838382;13;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
231;Application_42838382;16;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
232;Application_42838382;16;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
233;Application_42838382;19;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
234;Application_42838382;2;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
235;Application_42838382;12;User_8;60;New credit;Existing loan takeover;29500.0;A_Cancelled
236;Application_42838382;13;User_8;60;New credit;Existing loan takeover;29500.0;A_Cancelled
237;Application_42838382;16;User_8;60;New credit;Existing loan takeover;29500.0;A_Cancelled
238;Application_42838382;1;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
239;Application_42838382;11;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
240;Application_42838382;11;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
241;Application_42838382;11;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
499;Application_931862671;4;User_1;60;New credit;Car;6000.0;A_Cancelled
500;Application_931862671;8;User_1;60;New credit;Car;6000.0;A_Cancelled
501;Application_931862671;3;User_1;60;New credit;Car;6000.0;A_Cancelled
502;Application_931862671;21;User_28;60;New credit;Car;6000.0;A_Cancelled
503;Application_931862671;0;User_28;60;New credit;Car;6000.0;A_Cancelled
504;Application_931862671;12;User_28;60;New credit;Car;6000.0;A_Cancelled
505;Application_931862671;13;User_28;60;New credit;Car;6000.0;A_Cancelled
506;Application_931862671;12;User_28;60;New credit;Car;6000.0;A_Cancelled
507;Application_931862671;13;User_28;60;New credit;Car;6000.0;A_Cancelled
508;Application_931862671;16;User_28;60;New credit;Car;6000.0;A_Cancelled
509;Application_931862671;16;User_28;60;New credit;Car;6000.0;A_Cancelled
510;Application_931862671;19;User_28;60;New credit;Car;6000.0;A_Cancelled
511;Application_931862671;2;User_28;60;New credit;Car;6000.0;A_Cancelled
512;Application_931862671;12;User_8;60;New credit;Car;6000.0;A_Cancelled
513;Application_931862671;13;User_8;60;New credit;Car;6000.0;A_Cancelled
514;Application_931862671;16;User_8;60;New credit;Car;6000.0;A_Cancelled
515;Application_931862671;1;User_20;60;New credit;Car;6000.0;A_Cancelled
516;Application_931862671;11;User_20;60;New credit;Car;6000.0;A_Cancelled
517;Application_931862671;11;User_20;60;New credit;Car;6000.0;A_Cancelled
518;Application_931862671;11;User_20;60;New credit;Car;6000.0;A_Cancelled
1163;Application_1825104006;4;User_1;798;New credit;Car;15000.0;A_Cancelled
1164;Application_1825104006;8;User_1;798;New credit;Car;15000.0;A_Cancelled
1165;Application_1825104006;3;User_1;798;New credit;Car;15000.0;A_Cancelled
1166;Application_1825104006;21;User_16;798;New credit;Car;15000.0;A_Cancelled
1167;Application_1825104006;0;User_31;798;New credit;Car;15000.0;A_Cancelled
1168;Application_1825104006;12;User_31;798;New credit;Car;15000.0;A_Cancelled
1169;Application_1825104006;13;User_31;798;New credit;Car;15000.0;A_Cancelled
1170;Application_1825104006;12;User_31;798;New credit;Car;15000.0;A_Cancelled
1171;Application_1825104006;13;User_31;798;New credit;Car;15000.0;A_Cancelled
1172;Application_1825104006;16;User_31;798;New credit;Car;15000.0;A_Cancelled
1173;Application_1825104006;16;User_31;798;New credit;Car;15000.0;A_Cancelled
1174;Application_1825104006;19;User_31;798;New credit;Car;15000.0;A_Cancelled
1175;Application_1825104006;2;User_31;798;New credit;Car;15000.0;A_Cancelled
1176;Application_1825104006;12;User_4;798;New credit;Car;15000.0;A_Cancelled
1177;Application_1825104006;13;User_4;798;New credit;Car;15000.0;A_Cancelled
1178;Application_1825104006;12;User_4;798;New credit;Car;15000.0;A_Cancelled
1179;Application_1825104006;13;User_4;798;New credit;Car;15000.0;A_Cancelled
1180;Application_1825104006;16;User_4;798;New credit;Car;15000.0;A_Cancelled
1181;Application_1825104006;16;User_4;798;New credit;Car;15000.0;A_Cancelled
1182;Application_1825104006;12;User_8;798;New credit;Car;15000.0;A_Cancelled
1183;Application_1825104006;13;User_8;798;New credit;Car;15000.0;A_Cancelled
