;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
716;Application_842511489;4;User_3;5;Limit raise;Other, see explanation;15000.0;A_Pending
717;Application_842511489;3;User_3;5;Limit raise;Other, see explanation;15000.0;A_Pending
718;Application_842511489;21;User_3;5;Limit raise;Other, see explanation;15000.0;A_Pending
719;Application_842511489;0;User_3;5;Limit raise;Other, see explanation;15000.0;A_Pending
720;Application_842511489;12;User_16;5;Limit raise;Other, see explanation;15000.0;A_Pending
721;Application_842511489;13;User_16;5;Limit raise;Other, see explanation;15000.0;A_Pending
722;Application_842511489;16;User_16;5;Limit raise;Other, see explanation;15000.0;A_Pending
723;Application_842511489;19;User_16;5;Limit raise;Other, see explanation;15000.0;A_Pending
724;Application_842511489;2;User_16;5;Limit raise;Other, see explanation;15000.0;A_Pending
725;Application_842511489;25;User_116;5;Limit raise;Other, see explanation;15000.0;A_Pending
726;Application_842511489;9;User_116;5;Limit raise;Other, see explanation;15000.0;A_Pending
727;Application_842511489;15;User_116;5;Limit raise;Other, see explanation;15000.0;A_Pending
728;Application_842511489;10;User_30;5;Limit raise;Other, see explanation;15000.0;A_Pending
729;Application_842511489;7;User_30;5;Limit raise;Other, see explanation;15000.0;A_Pending
930;Application_351152063;4;User_52;5;Limit raise;Car;0.0;A_Pending
931;Application_351152063;3;User_52;5;Limit raise;Car;0.0;A_Pending
932;Application_351152063;21;User_52;5;Limit raise;Car;0.0;A_Pending
933;Application_351152063;0;User_110;5;Limit raise;Car;0.0;A_Pending
934;Application_351152063;12;User_110;5;Limit raise;Car;0.0;A_Pending
935;Application_351152063;13;User_110;5;Limit raise;Car;0.0;A_Pending
936;Application_351152063;16;User_110;5;Limit raise;Car;0.0;A_Pending
937;Application_351152063;19;User_110;5;Limit raise;Car;0.0;A_Pending
938;Application_351152063;2;User_110;5;Limit raise;Car;0.0;A_Pending
939;Application_351152063;25;User_112;5;Limit raise;Car;0.0;A_Pending
940;Application_351152063;9;User_112;5;Limit raise;Car;0.0;A_Pending
941;Application_351152063;15;User_112;5;Limit raise;Car;0.0;A_Pending
942;Application_351152063;10;User_115;5;Limit raise;Car;0.0;A_Pending
943;Application_351152063;7;User_115;5;Limit raise;Car;0.0;A_Pending
2302;Application_1044610848;4;User_43;5;Limit raise;Other, see explanation;50000.0;A_Pending
2303;Application_1044610848;3;User_43;5;Limit raise;Other, see explanation;50000.0;A_Pending
2304;Application_1044610848;21;User_24;5;Limit raise;Other, see explanation;50000.0;A_Pending
2305;Application_1044610848;0;User_43;5;Limit raise;Other, see explanation;50000.0;A_Pending
2306;Application_1044610848;12;User_24;5;Limit raise;Other, see explanation;50000.0;A_Pending
2307;Application_1044610848;13;User_24;5;Limit raise;Other, see explanation;50000.0;A_Pending
2308;Application_1044610848;16;User_24;5;Limit raise;Other, see explanation;50000.0;A_Pending
2309;Application_1044610848;19;User_24;5;Limit raise;Other, see explanation;50000.0;A_Pending
2310;Application_1044610848;2;User_24;5;Limit raise;Other, see explanation;50000.0;A_Pending
2311;Application_1044610848;25;User_75;5;Limit raise;Other, see explanation;50000.0;A_Pending
2312;Application_1044610848;9;User_119;5;Limit raise;Other, see explanation;50000.0;A_Pending
2313;Application_1044610848;15;User_119;5;Limit raise;Other, see explanation;50000.0;A_Pending
2314;Application_1044610848;10;User_75;5;Limit raise;Other, see explanation;50000.0;A_Pending
2315;Application_1044610848;7;User_75;5;Limit raise;Other, see explanation;50000.0;A_Pending
5298;Application_125495187;4;User_1;18;New credit;Existing loan takeover;5000.0;A_Denied
5299;Application_125495187;8;User_1;18;New credit;Existing loan takeover;5000.0;A_Denied
5300;Application_125495187;22;User_4;18;New credit;Existing loan takeover;5000.0;A_Denied
5301;Application_125495187;21;User_21;18;New credit;Existing loan takeover;5000.0;A_Denied
5302;Application_125495187;3;User_4;18;New credit;Existing loan takeover;5000.0;A_Denied
5303;Application_125495187;0;User_21;18;New credit;Existing loan takeover;5000.0;A_Denied
5304;Application_125495187;12;User_21;18;New credit;Existing loan takeover;5000.0;A_Denied
5305;Application_125495187;13;User_21;18;New credit;Existing loan takeover;5000.0;A_Denied
5306;Application_125495187;16;User_21;18;New credit;Existing loan takeover;5000.0;A_Denied
5307;Application_125495187;19;User_21;18;New credit;Existing loan takeover;5000.0;A_Denied
