;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
873;Application_1294530310;4;User_38;11;New credit;Car;10000.0;A_Pending
874;Application_1294530310;21;User_38;11;New credit;Car;10000.0;A_Pending
875;Application_1294530310;3;User_38;11;New credit;Car;10000.0;A_Pending
876;Application_1294530310;0;User_38;11;New credit;Car;10000.0;A_Pending
877;Application_1294530310;12;User_38;11;New credit;Car;10000.0;A_Pending
878;Application_1294530310;13;User_38;11;New credit;Car;10000.0;A_Pending
879;Application_1294530310;16;User_38;11;New credit;Car;10000.0;A_Pending
880;Application_1294530310;19;User_38;11;New credit;Car;10000.0;A_Pending
881;Application_1294530310;2;User_38;11;New credit;Car;10000.0;A_Pending
882;Application_1294530310;25;User_112;11;New credit;Car;10000.0;A_Pending
883;Application_1294530310;9;User_112;11;New credit;Car;10000.0;A_Pending
884;Application_1294530310;15;User_112;11;New credit;Car;10000.0;A_Pending
885;Application_1294530310;20;User_100;11;New credit;Car;10000.0;A_Pending
886;Application_1294530310;6;User_100;11;New credit;Car;10000.0;A_Pending
887;Application_1294530310;10;User_90;11;New credit;Car;10000.0;A_Pending
888;Application_1294530310;7;User_90;11;New credit;Car;10000.0;A_Pending
2846;Application_323012882;4;User_13;8;New credit;Car;8000.0;A_Pending
2847;Application_323012882;21;User_13;8;New credit;Car;8000.0;A_Pending
2848;Application_323012882;3;User_13;8;New credit;Car;8000.0;A_Pending
2849;Application_323012882;0;User_13;8;New credit;Car;8000.0;A_Pending
2850;Application_323012882;12;User_13;8;New credit;Car;8000.0;A_Pending
2851;Application_323012882;13;User_13;8;New credit;Car;8000.0;A_Pending
2852;Application_323012882;16;User_13;8;New credit;Car;8000.0;A_Pending
2853;Application_323012882;19;User_13;8;New credit;Car;8000.0;A_Pending
2854;Application_323012882;2;User_13;8;New credit;Car;8000.0;A_Pending
2855;Application_323012882;25;User_117;8;New credit;Car;8000.0;A_Pending
2856;Application_323012882;9;User_117;8;New credit;Car;8000.0;A_Pending
2857;Application_323012882;15;User_117;8;New credit;Car;8000.0;A_Pending
2858;Application_323012882;20;User_100;8;New credit;Car;8000.0;A_Pending
2859;Application_323012882;6;User_100;8;New credit;Car;8000.0;A_Pending
2860;Application_323012882;25;User_119;8;New credit;Car;8000.0;A_Pending
2861;Application_323012882;9;User_119;8;New credit;Car;8000.0;A_Pending
2862;Application_323012882;10;User_95;8;New credit;Car;8000.0;A_Pending
2863;Application_323012882;7;User_95;8;New credit;Car;8000.0;A_Pending
3877;Application_567907480;4;User_22;11;New credit;Home improvement;25000.0;A_Pending
3878;Application_567907480;21;User_22;11;New credit;Home improvement;25000.0;A_Pending
3879;Application_567907480;3;User_22;11;New credit;Home improvement;25000.0;A_Pending
3880;Application_567907480;0;User_22;11;New credit;Home improvement;25000.0;A_Pending
3881;Application_567907480;12;User_22;11;New credit;Home improvement;25000.0;A_Pending
3882;Application_567907480;13;User_22;11;New credit;Home improvement;25000.0;A_Pending
3883;Application_567907480;16;User_22;11;New credit;Home improvement;25000.0;A_Pending
3884;Application_567907480;19;User_22;11;New credit;Home improvement;25000.0;A_Pending
3885;Application_567907480;2;User_22;11;New credit;Home improvement;25000.0;A_Pending
3886;Application_567907480;25;User_114;11;New credit;Home improvement;25000.0;A_Pending
3887;Application_567907480;9;User_114;11;New credit;Home improvement;25000.0;A_Pending
3888;Application_567907480;15;User_114;11;New credit;Home improvement;25000.0;A_Pending
3889;Application_567907480;20;User_101;11;New credit;Home improvement;25000.0;A_Pending
3890;Application_567907480;6;User_101;11;New credit;Home improvement;25000.0;A_Pending
3891;Application_567907480;10;User_119;11;New credit;Home improvement;25000.0;A_Pending
3892;Application_567907480;7;User_119;11;New credit;Home improvement;25000.0;A_Pending
7344;Application_2078253178;4;User_74;11;New credit;Car;45000.0;A_Pending
7345;Application_2078253178;21;User_74;11;New credit;Car;45000.0;A_Pending
