;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
629;Application_1193723578;4;User_1;112;New credit;Car;20000.0;A_Denied
630;Application_1193723578;8;User_1;112;New credit;Car;20000.0;A_Denied
631;Application_1193723578;3;User_1;112;New credit;Car;20000.0;A_Denied
632;Application_1193723578;21;User_7;112;New credit;Car;20000.0;A_Denied
633;Application_1193723578;0;User_7;112;New credit;Car;20000.0;A_Denied
634;Application_1193723578;12;User_7;112;New credit;Car;20000.0;A_Denied
635;Application_1193723578;13;User_7;112;New credit;Car;20000.0;A_Denied
636;Application_1193723578;16;User_7;112;New credit;Car;20000.0;A_Denied
637;Application_1193723578;19;User_7;112;New credit;Car;20000.0;A_Denied
638;Application_1193723578;2;User_7;112;New credit;Car;20000.0;A_Denied
639;Application_1193723578;12;User_4;112;New credit;Car;20000.0;A_Denied
640;Application_1193723578;13;User_4;112;New credit;Car;20000.0;A_Denied
641;Application_1193723578;16;User_4;112;New credit;Car;20000.0;A_Denied
642;Application_1193723578;25;User_113;112;New credit;Car;20000.0;A_Denied
643;Application_1193723578;9;User_113;112;New credit;Car;20000.0;A_Denied
644;Application_1193723578;15;User_113;112;New credit;Car;20000.0;A_Denied
645;Application_1193723578;20;User_100;112;New credit;Car;20000.0;A_Denied
646;Application_1193723578;6;User_100;112;New credit;Car;20000.0;A_Denied
647;Application_1193723578;25;User_2;112;New credit;Car;20000.0;A_Denied
648;Application_1193723578;9;User_2;112;New credit;Car;20000.0;A_Denied
649;Application_1193723578;5;User_100;112;New credit;Car;20000.0;A_Denied
650;Application_1193723578;14;User_100;112;New credit;Car;20000.0;A_Denied
651;Application_1193723578;14;User_100;112;New credit;Car;20000.0;A_Denied
1692;Application_354702724;4;User_1;37;New credit;Other, see explanation;5000.0;A_Pending
1693;Application_354702724;8;User_1;37;New credit;Other, see explanation;5000.0;A_Pending
1694;Application_354702724;3;User_1;37;New credit;Other, see explanation;5000.0;A_Pending
1695;Application_354702724;21;User_16;37;New credit;Other, see explanation;5000.0;A_Pending
1696;Application_354702724;0;User_14;37;New credit;Other, see explanation;5000.0;A_Pending
1697;Application_354702724;12;User_14;37;New credit;Other, see explanation;5000.0;A_Pending
