;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
161;Application_1710223761;4;User_1;1;New credit;Car;11000.0;A_Cancelled
162;Application_1710223761;8;User_1;1;New credit;Car;11000.0;A_Cancelled
163;Application_1710223761;3;User_1;1;New credit;Car;11000.0;A_Cancelled
164;Application_1710223761;21;User_17;1;New credit;Car;11000.0;A_Cancelled
165;Application_1710223761;0;User_3;1;New credit;Car;11000.0;A_Cancelled
166;Application_1710223761;12;User_3;1;New credit;Car;11000.0;A_Cancelled
167;Application_1710223761;13;User_3;1;New credit;Car;11000.0;A_Cancelled
168;Application_1710223761;16;User_3;1;New credit;Car;11000.0;A_Cancelled
169;Application_1710223761;19;User_3;1;New credit;Car;11000.0;A_Cancelled
170;Application_1710223761;2;User_3;1;New credit;Car;11000.0;A_Cancelled
171;Application_1710223761;1;User_1;1;New credit;Car;11000.0;A_Cancelled
172;Application_1710223761;11;User_1;1;New credit;Car;11000.0;A_Cancelled
265;Application_1966208034;4;User_1;1;New credit;Remaining debt home;40000.0;A_Cancelled
266;Application_1966208034;8;User_1;1;New credit;Remaining debt home;40000.0;A_Cancelled
267;Application_1966208034;3;User_1;1;New credit;Remaining debt home;40000.0;A_Cancelled
268;Application_1966208034;21;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
269;Application_1966208034;0;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
270;Application_1966208034;12;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
271;Application_1966208034;13;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
272;Application_1966208034;16;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
273;Application_1966208034;19;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
274;Application_1966208034;2;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
275;Application_1966208034;1;User_1;1;New credit;Remaining debt home;40000.0;A_Cancelled
276;Application_1966208034;11;User_1;1;New credit;Remaining debt home;40000.0;A_Cancelled
294;Application_1111870538;4;User_1;1;New credit;Not speficied;5000.0;A_Cancelled
295;Application_1111870538;8;User_1;1;New credit;Not speficied;5000.0;A_Cancelled
296;Application_1111870538;3;User_1;1;New credit;Not speficied;5000.0;A_Cancelled
297;Application_1111870538;21;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
298;Application_1111870538;0;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
299;Application_1111870538;12;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
300;Application_1111870538;13;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
301;Application_1111870538;16;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
302;Application_1111870538;19;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
303;Application_1111870538;2;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
304;Application_1111870538;1;User_8;1;New credit;Not speficied;5000.0;A_Cancelled
305;Application_1111870538;11;User_8;1;New credit;Not speficied;5000.0;A_Cancelled
306;Application_1017492916;4;User_1;1;New credit;Car;15000.0;A_Cancelled
307;Application_1017492916;8;User_1;1;New credit;Car;15000.0;A_Cancelled
308;Application_1017492916;3;User_1;1;New credit;Car;15000.0;A_Cancelled
309;Application_1017492916;21;User_17;1;New credit;Car;15000.0;A_Cancelled
310;Application_1017492916;0;User_38;1;New credit;Car;15000.0;A_Cancelled
311;Application_1017492916;12;User_38;1;New credit;Car;15000.0;A_Cancelled
312;Application_1017492916;13;User_38;1;New credit;Car;15000.0;A_Cancelled
313;Application_1017492916;16;User_38;1;New credit;Car;15000.0;A_Cancelled
314;Application_1017492916;19;User_38;1;New credit;Car;15000.0;A_Cancelled
315;Application_1017492916;2;User_38;1;New credit;Car;15000.0;A_Cancelled
316;Application_1017492916;1;User_1;1;New credit;Car;15000.0;A_Cancelled
317;Application_1017492916;11;User_1;1;New credit;Car;15000.0;A_Cancelled
450;Application_1363980603;4;User_1;1;New credit;Car;7500.0;A_Cancelled
451;Application_1363980603;8;User_1;1;New credit;Car;7500.0;A_Cancelled
452;Application_1363980603;3;User_1;1;New credit;Car;7500.0;A_Cancelled
453;Application_1363980603;21;User_16;1;New credit;Car;7500.0;A_Cancelled
454;Application_1363980603;0;User_19;1;New credit;Car;7500.0;A_Cancelled
455;Application_1363980603;12;User_19;1;New credit;Car;7500.0;A_Cancelled
456;Application_1363980603;13;User_19;1;New credit;Car;7500.0;A_Cancelled
457;Application_1363980603;16;User_19;1;New credit;Car;7500.0;A_Cancelled
458;Application_1363980603;19;User_19;1;New credit;Car;7500.0;A_Cancelled
459;Application_1363980603;2;User_19;1;New credit;Car;7500.0;A_Cancelled
460;Application_1363980603;1;User_112;1;New credit;Car;7500.0;A_Cancelled
461;Application_1363980603;11;User_112;1;New credit;Car;7500.0;A_Cancelled
985;Application_1118236712;4;User_1;1;New credit;Existing loan takeover;15000.0;A_Cancelled
986;Application_1118236712;8;User_1;1;New credit;Existing loan takeover;15000.0;A_Cancelled
987;Application_1118236712;3;User_1;1;New credit;Existing loan takeover;15000.0;A_Cancelled
988;Application_1118236712;21;User_108;1;New credit;Existing loan takeover;15000.0;A_Cancelled
989;Application_1118236712;0;User_108;1;New credit;Existing loan takeover;15000.0;A_Cancelled
990;Application_1118236712;12;User_108;1;New credit;Existing loan takeover;15000.0;A_Cancelled
991;Application_1118236712;13;User_108;1;New credit;Existing loan takeover;15000.0;A_Cancelled
992;Application_1118236712;16;User_108;1;New credit;Existing loan takeover;15000.0;A_Cancelled
993;Application_1118236712;19;User_108;1;New credit;Existing loan takeover;15000.0;A_Cancelled
994;Application_1118236712;2;User_108;1;New credit;Existing loan takeover;15000.0;A_Cancelled
995;Application_1118236712;1;User_1;1;New credit;Existing loan takeover;15000.0;A_Cancelled
996;Application_1118236712;11;User_1;1;New credit;Existing loan takeover;15000.0;A_Cancelled
1536;Application_798605556;4;User_1;1;New credit;Home improvement;35000.0;A_Cancelled
1537;Application_798605556;8;User_1;1;New credit;Home improvement;35000.0;A_Cancelled
1538;Application_798605556;3;User_1;1;New credit;Home improvement;35000.0;A_Cancelled
1539;Application_798605556;21;User_38;1;New credit;Home improvement;35000.0;A_Cancelled
1540;Application_798605556;0;User_38;1;New credit;Home improvement;35000.0;A_Cancelled
1541;Application_798605556;12;User_38;1;New credit;Home improvement;35000.0;A_Cancelled
1542;Application_798605556;13;User_38;1;New credit;Home improvement;35000.0;A_Cancelled
1543;Application_798605556;16;User_38;1;New credit;Home improvement;35000.0;A_Cancelled
1544;Application_798605556;19;User_38;1;New credit;Home improvement;35000.0;A_Cancelled
1545;Application_798605556;2;User_38;1;New credit;Home improvement;35000.0;A_Cancelled
1546;Application_798605556;1;User_10;1;New credit;Home improvement;35000.0;A_Cancelled
1547;Application_798605556;11;User_10;1;New credit;Home improvement;35000.0;A_Cancelled
1989;Application_2002564265;4;User_1;1;New credit;Car;5000.0;A_Cancelled
1990;Application_2002564265;8;User_1;1;New credit;Car;5000.0;A_Cancelled
1991;Application_2002564265;3;User_1;1;New credit;Car;5000.0;A_Cancelled
1992;Application_2002564265;21;User_89;1;New credit;Car;5000.0;A_Cancelled
1993;Application_2002564265;0;User_11;1;New credit;Car;5000.0;A_Cancelled
1994;Application_2002564265;12;User_11;1;New credit;Car;5000.0;A_Cancelled
1995;Application_2002564265;13;User_11;1;New credit;Car;5000.0;A_Cancelled
1996;Application_2002564265;16;User_11;1;New credit;Car;5000.0;A_Cancelled
1997;Application_2002564265;19;User_11;1;New credit;Car;5000.0;A_Cancelled
1998;Application_2002564265;2;User_11;1;New credit;Car;5000.0;A_Cancelled
1999;Application_2002564265;1;User_92;1;New credit;Car;5000.0;A_Cancelled
2000;Application_2002564265;11;User_92;1;New credit;Car;5000.0;A_Cancelled
2643;Application_54405635;4;User_47;13;Limit raise;Other, see explanation;6000.0;A_Cancelled
2644;Application_54405635;3;User_47;13;Limit raise;Other, see explanation;6000.0;A_Cancelled
2645;Application_54405635;21;User_24;13;Limit raise;Other, see explanation;6000.0;A_Cancelled
2646;Application_54405635;0;User_24;13;Limit raise;Other, see explanation;6000.0;A_Cancelled
2647;Application_54405635;12;User_24;13;Limit raise;Other, see explanation;6000.0;A_Cancelled
2648;Application_54405635;13;User_24;13;Limit raise;Other, see explanation;6000.0;A_Cancelled
2649;Application_54405635;16;User_24;13;Limit raise;Other, see explanation;6000.0;A_Cancelled
2650;Application_54405635;19;User_24;13;Limit raise;Other, see explanation;6000.0;A_Cancelled
2651;Application_54405635;2;User_24;13;Limit raise;Other, see explanation;6000.0;A_Cancelled
2652;Application_54405635;1;User_1;13;Limit raise;Other, see explanation;6000.0;A_Cancelled
2653;Application_54405635;11;User_1;13;Limit raise;Other, see explanation;6000.0;A_Cancelled
2709;Application_74505494;4;User_1;14;New credit;Home improvement;20000.0;A_Cancelled
2710;Application_74505494;8;User_1;14;New credit;Home improvement;20000.0;A_Cancelled
2711;Application_74505494;3;User_1;14;New credit;Home improvement;20000.0;A_Cancelled
2712;Application_74505494;21;User_3;14;New credit;Home improvement;20000.0;A_Cancelled
2713;Application_74505494;0;User_3;14;New credit;Home improvement;20000.0;A_Cancelled
2714;Application_74505494;12;User_3;14;New credit;Home improvement;20000.0;A_Cancelled
2715;Application_74505494;13;User_3;14;New credit;Home improvement;20000.0;A_Cancelled
2716;Application_74505494;12;User_3;14;New credit;Home improvement;20000.0;A_Cancelled
2717;Application_74505494;13;User_3;14;New credit;Home improvement;20000.0;A_Cancelled
2718;Application_74505494;16;User_3;14;New credit;Home improvement;20000.0;A_Cancelled
2719;Application_74505494;16;User_3;14;New credit;Home improvement;20000.0;A_Cancelled
2720;Application_74505494;19;User_3;14;New credit;Home improvement;20000.0;A_Cancelled
2721;Application_74505494;2;User_3;14;New credit;Home improvement;20000.0;A_Cancelled
2722;Application_74505494;1;User_1;14;New credit;Home improvement;20000.0;A_Cancelled
2723;Application_74505494;11;User_1;14;New credit;Home improvement;20000.0;A_Cancelled
2724;Application_74505494;11;User_1;14;New credit;Home improvement;20000.0;A_Cancelled
2741;Application_106973225;4;User_1;1;New credit;Home improvement;30000.0;A_Cancelled
2742;Application_106973225;8;User_1;1;New credit;Home improvement;30000.0;A_Cancelled
2743;Application_106973225;3;User_1;1;New credit;Home improvement;30000.0;A_Cancelled
