i;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
154;Application_1710223761;4;User_1;1;New credit;Car;11000.0;A_Cancelled
155;Application_1710223761;8;User_1;1;New credit;Car;11000.0;A_Cancelled
156;Application_1710223761;3;User_1;1;New credit;Car;11000.0;A_Cancelled
157;Application_1710223761;20;User_17;1;New credit;Car;11000.0;A_Cancelled
158;Application_1710223761;0;User_3;1;New credit;Car;11000.0;A_Cancelled
159;Application_1710223761;12;User_3;1;New credit;Car;11000.0;A_Cancelled
160;Application_1710223761;13;User_3;1;New credit;Car;11000.0;A_Cancelled
161;Application_1710223761;15;User_3;1;New credit;Car;11000.0;A_Cancelled
162;Application_1710223761;18;User_3;1;New credit;Car;11000.0;A_Cancelled
163;Application_1710223761;2;User_3;1;New credit;Car;11000.0;A_Cancelled
164;Application_1710223761;1;User_1;1;New credit;Car;11000.0;A_Cancelled
213;Application_42838382;4;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
214;Application_42838382;8;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
215;Application_42838382;3;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
216;Application_42838382;20;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
217;Application_42838382;0;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
218;Application_42838382;12;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
219;Application_42838382;13;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
220;Application_42838382;12;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
221;Application_42838382;13;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
222;Application_42838382;15;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
223;Application_42838382;15;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
224;Application_42838382;18;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
225;Application_42838382;2;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
226;Application_42838382;12;User_8;60;New credit;Existing loan takeover;29500.0;A_Cancelled
227;Application_42838382;13;User_8;60;New credit;Existing loan takeover;29500.0;A_Cancelled
228;Application_42838382;15;User_8;60;New credit;Existing loan takeover;29500.0;A_Cancelled
229;Application_42838382;1;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
253;Application_1966208034;4;User_1;1;New credit;Remaining debt home;40000.0;A_Cancelled
254;Application_1966208034;8;User_1;1;New credit;Remaining debt home;40000.0;A_Cancelled
255;Application_1966208034;3;User_1;1;New credit;Remaining debt home;40000.0;A_Cancelled
256;Application_1966208034;20;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
257;Application_1966208034;0;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
258;Application_1966208034;12;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
259;Application_1966208034;13;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
260;Application_1966208034;15;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
261;Application_1966208034;18;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
262;Application_1966208034;2;User_19;1;New credit;Remaining debt home;40000.0;A_Cancelled
263;Application_1966208034;1;User_1;1;New credit;Remaining debt home;40000.0;A_Cancelled
280;Application_1111870538;4;User_1;1;New credit;Not speficied;5000.0;A_Cancelled
281;Application_1111870538;8;User_1;1;New credit;Not speficied;5000.0;A_Cancelled
282;Application_1111870538;3;User_1;1;New credit;Not speficied;5000.0;A_Cancelled
283;Application_1111870538;20;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
284;Application_1111870538;0;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
285;Application_1111870538;12;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
286;Application_1111870538;13;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
287;Application_1111870538;15;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
288;Application_1111870538;18;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
289;Application_1111870538;2;User_43;1;New credit;Not speficied;5000.0;A_Cancelled
290;Application_1111870538;1;User_8;1;New credit;Not speficied;5000.0;A_Cancelled
291;Application_1017492916;4;User_1;1;New credit;Car;15000.0;A_Cancelled
292;Application_1017492916;8;User_1;1;New credit;Car;15000.0;A_Cancelled
293;Application_1017492916;3;User_1;1;New credit;Car;15000.0;A_Cancelled
294;Application_1017492916;20;User_17;1;New credit;Car;15000.0;A_Cancelled
295;Application_1017492916;0;User_38;1;New credit;Car;15000.0;A_Cancelled
296;Application_1017492916;12;User_38;1;New credit;Car;15000.0;A_Cancelled
297;Application_1017492916;13;User_38;1;New credit;Car;15000.0;A_Cancelled
298;Application_1017492916;15;User_38;1;New credit;Car;15000.0;A_Cancelled
299;Application_1017492916;18;User_38;1;New credit;Car;15000.0;A_Cancelled
300;Application_1017492916;2;User_38;1;New credit;Car;15000.0;A_Cancelled
301;Application_1017492916;1;User_1;1;New credit;Car;15000.0;A_Cancelled
426;Application_1363980603;4;User_1;1;New credit;Car;7500.0;A_Cancelled
427;Application_1363980603;8;User_1;1;New credit;Car;7500.0;A_Cancelled
428;Application_1363980603;3;User_1;1;New credit;Car;7500.0;A_Cancelled
429;Application_1363980603;20;User_16;1;New credit;Car;7500.0;A_Cancelled
430;Application_1363980603;0;User_19;1;New credit;Car;7500.0;A_Cancelled
431;Application_1363980603;12;User_19;1;New credit;Car;7500.0;A_Cancelled
432;Application_1363980603;13;User_19;1;New credit;Car;7500.0;A_Cancelled
433;Application_1363980603;15;User_19;1;New credit;Car;7500.0;A_Cancelled
434;Application_1363980603;18;User_19;1;New credit;Car;7500.0;A_Cancelled
435;Application_1363980603;2;User_19;1;New credit;Car;7500.0;A_Cancelled
436;Application_1363980603;1;User_112;1;New credit;Car;7500.0;A_Cancelled
469;Application_931862671;4;User_1;60;New credit;Car;6000.0;A_Cancelled
470;Application_931862671;8;User_1;60;New credit;Car;6000.0;A_Cancelled
471;Application_931862671;3;User_1;60;New credit;Car;6000.0;A_Cancelled
472;Application_931862671;20;User_28;60;New credit;Car;6000.0;A_Cancelled
473;Application_931862671;0;User_28;60;New credit;Car;6000.0;A_Cancelled
474;Application_931862671;12;User_28;60;New credit;Car;6000.0;A_Cancelled
475;Application_931862671;13;User_28;60;New credit;Car;6000.0;A_Cancelled
476;Application_931862671;12;User_28;60;New credit;Car;6000.0;A_Cancelled
477;Application_931862671;13;User_28;60;New credit;Car;6000.0;A_Cancelled
478;Application_931862671;15;User_28;60;New credit;Car;6000.0;A_Cancelled
479;Application_931862671;15;User_28;60;New credit;Car;6000.0;A_Cancelled
480;Application_931862671;18;User_28;60;New credit;Car;6000.0;A_Cancelled
481;Application_931862671;2;User_28;60;New credit;Car;6000.0;A_Cancelled
482;Application_931862671;12;User_8;60;New credit;Car;6000.0;A_Cancelled
483;Application_931862671;13;User_8;60;New credit;Car;6000.0;A_Cancelled
484;Application_931862671;15;User_8;60;New credit;Car;6000.0;A_Cancelled
485;Application_931862671;1;User_20;60;New credit;Car;6000.0;A_Cancelled
936;Application_1118236712;4;User_1;1;New credit;Existing loan takeover;15000.0;A_Cancelled
937;Application_1118236712;8;User_1;1;New credit;Existing loan takeover;15000.0;A_Cancelled
938;Application_1118236712;3;User_1;1;New credit;Existing loan takeover;15000.0;A_Cancelled
939;Application_1118236712;20;User_108;1;New credit;Existing loan takeover;15000.0;A_Cancelled
940;Application_1118236712;0;User_108;1;New credit;Existing loan takeover;15000.0;A_Cancelled
