i;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
93;Application_1085880569;4;User_1;19;New credit;Existing loan takeover;13000.0;A_Cancelled
94;Application_1085880569;8;User_1;19;New credit;Existing loan takeover;13000.0;A_Cancelled
95;Application_1085880569;3;User_1;19;New credit;Existing loan takeover;13000.0;A_Cancelled
96;Application_1085880569;20;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
97;Application_1085880569;0;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
98;Application_1085880569;12;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
99;Application_1085880569;13;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
100;Application_1085880569;15;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
101;Application_1085880569;18;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
102;Application_1085880569;2;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
103;Application_1085880569;12;User_8;19;New credit;Existing loan takeover;13000.0;A_Cancelled
104;Application_1085880569;13;User_8;19;New credit;Existing loan takeover;13000.0;A_Cancelled
105;Application_1085880569;15;User_8;19;New credit;Existing loan takeover;13000.0;A_Cancelled
106;Application_1085880569;1;User_1;19;New credit;Existing loan takeover;13000.0;A_Cancelled
577;Application_2015287405;4;User_1;19;New credit;Car;15000.0;A_Cancelled
578;Application_2015287405;8;User_1;19;New credit;Car;15000.0;A_Cancelled
579;Application_2015287405;3;User_1;19;New credit;Car;15000.0;A_Cancelled
580;Application_2015287405;20;User_13;19;New credit;Car;15000.0;A_Cancelled
581;Application_2015287405;0;User_28;19;New credit;Car;15000.0;A_Cancelled
582;Application_2015287405;12;User_28;19;New credit;Car;15000.0;A_Cancelled
583;Application_2015287405;13;User_28;19;New credit;Car;15000.0;A_Cancelled
584;Application_2015287405;15;User_28;19;New credit;Car;15000.0;A_Cancelled
585;Application_2015287405;18;User_28;19;New credit;Car;15000.0;A_Cancelled
586;Application_2015287405;2;User_28;19;New credit;Car;15000.0;A_Cancelled
587;Application_2015287405;12;User_8;19;New credit;Car;15000.0;A_Cancelled
588;Application_2015287405;13;User_8;19;New credit;Car;15000.0;A_Cancelled
589;Application_2015287405;15;User_8;19;New credit;Car;15000.0;A_Cancelled
590;Application_2015287405;1;User_1;19;New credit;Car;15000.0;A_Cancelled
1092;Application_340403559;4;User_1;19;New credit;Car;17000.0;A_Cancelled
1093;Application_340403559;8;User_1;19;New credit;Car;17000.0;A_Cancelled
1094;Application_340403559;3;User_1;19;New credit;Car;17000.0;A_Cancelled
1095;Application_340403559;20;User_15;19;New credit;Car;17000.0;A_Cancelled
1096;Application_340403559;0;User_15;19;New credit;Car;17000.0;A_Cancelled
1097;Application_340403559;12;User_15;19;New credit;Car;17000.0;A_Cancelled
1098;Application_340403559;13;User_15;19;New credit;Car;17000.0;A_Cancelled
1099;Application_340403559;15;User_15;19;New credit;Car;17000.0;A_Cancelled
1100;Application_340403559;18;User_15;19;New credit;Car;17000.0;A_Cancelled
1101;Application_340403559;2;User_15;19;New credit;Car;17000.0;A_Cancelled
1102;Application_340403559;12;User_8;19;New credit;Car;17000.0;A_Cancelled
1103;Application_340403559;13;User_8;19;New credit;Car;17000.0;A_Cancelled
1104;Application_340403559;15;User_8;19;New credit;Car;17000.0;A_Cancelled
1105;Application_340403559;1;User_1;19;New credit;Car;17000.0;A_Cancelled
1870;Application_1754646859;4;User_1;87;New credit;Home improvement;10000.0;A_Cancelled
1871;Application_1754646859;8;User_1;87;New credit;Home improvement;10000.0;A_Cancelled
1872;Application_1754646859;3;User_1;87;New credit;Home improvement;10000.0;A_Cancelled
1873;Application_1754646859;0;User_38;87;New credit;Home improvement;10000.0;A_Cancelled
1874;Application_1754646859;12;User_38;87;New credit;Home improvement;10000.0;A_Cancelled
1875;Application_1754646859;13;User_38;87;New credit;Home improvement;10000.0;A_Cancelled
1876;Application_1754646859;15;User_38;87;New credit;Home improvement;10000.0;A_Cancelled
1877;Application_1754646859;18;User_38;87;New credit;Home improvement;10000.0;A_Cancelled
1878;Application_1754646859;2;User_38;87;New credit;Home improvement;10000.0;A_Cancelled
1879;Application_1754646859;12;User_8;87;New credit;Home improvement;10000.0;A_Cancelled
1880;Application_1754646859;13;User_8;87;New credit;Home improvement;10000.0;A_Cancelled
1881;Application_1754646859;15;User_8;87;New credit;Home improvement;10000.0;A_Cancelled
1882;Application_1754646859;1;User_1;87;New credit;Home improvement;10000.0;A_Cancelled
2058;Application_952532843;4;User_1;19;New credit;Car;9000.0;A_Cancelled
2059;Application_952532843;8;User_1;19;New credit;Car;9000.0;A_Cancelled
2060;Application_952532843;3;User_1;19;New credit;Car;9000.0;A_Cancelled
2061;Application_952532843;20;User_3;19;New credit;Car;9000.0;A_Cancelled
2062;Application_952532843;0;User_3;19;New credit;Car;9000.0;A_Cancelled
2063;Application_952532843;12;User_3;19;New credit;Car;9000.0;A_Cancelled
2064;Application_952532843;13;User_3;19;New credit;Car;9000.0;A_Cancelled
2065;Application_952532843;15;User_3;19;New credit;Car;9000.0;A_Cancelled
2066;Application_952532843;18;User_3;19;New credit;Car;9000.0;A_Cancelled
2067;Application_952532843;2;User_3;19;New credit;Car;9000.0;A_Cancelled
2068;Application_952532843;12;User_8;19;New credit;Car;9000.0;A_Cancelled
2069;Application_952532843;13;User_8;19;New credit;Car;9000.0;A_Cancelled
2070;Application_952532843;15;User_8;19;New credit;Car;9000.0;A_Cancelled
2071;Application_952532843;1;User_1;19;New credit;Car;9000.0;A_Cancelled
2163;Application_1250134245;4;User_1;19;New credit;Home improvement;5000.0;A_Cancelled
2164;Application_1250134245;8;User_1;19;New credit;Home improvement;5000.0;A_Cancelled
2165;Application_1250134245;3;User_1;19;New credit;Home improvement;5000.0;A_Cancelled
2166;Application_1250134245;20;User_3;19;New credit;Home improvement;5000.0;A_Cancelled
2167;Application_1250134245;0;User_3;19;New credit;Home improvement;5000.0;A_Cancelled
2168;Application_1250134245;12;User_3;19;New credit;Home improvement;5000.0;A_Cancelled
2169;Application_1250134245;13;User_3;19;New credit;Home improvement;5000.0;A_Cancelled
2170;Application_1250134245;15;User_3;19;New credit;Home improvement;5000.0;A_Cancelled
2171;Application_1250134245;18;User_3;19;New credit;Home improvement;5000.0;A_Cancelled
2172;Application_1250134245;2;User_3;19;New credit;Home improvement;5000.0;A_Cancelled
2173;Application_1250134245;12;User_8;19;New credit;Home improvement;5000.0;A_Cancelled
2174;Application_1250134245;13;User_8;19;New credit;Home improvement;5000.0;A_Cancelled
2175;Application_1250134245;15;User_8;19;New credit;Home improvement;5000.0;A_Cancelled
2176;Application_1250134245;1;User_1;19;New credit;Home improvement;5000.0;A_Cancelled
