;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
1337;Application_1624825294;4;User_1;63;New credit;Car;5000.0;A_Cancelled
1338;Application_1624825294;8;User_1;63;New credit;Car;5000.0;A_Cancelled
1339;Application_1624825294;21;User_14;63;New credit;Car;5000.0;A_Cancelled
1340;Application_1624825294;20;User_14;63;New credit;Car;5000.0;A_Cancelled
1341;Application_1624825294;3;User_14;63;New credit;Car;5000.0;A_Cancelled
1342;Application_1624825294;0;User_11;63;New credit;Car;5000.0;A_Cancelled
1343;Application_1624825294;12;User_11;63;New credit;Car;5000.0;A_Cancelled
1344;Application_1624825294;13;User_11;63;New credit;Car;5000.0;A_Cancelled
1345;Application_1624825294;15;User_11;63;New credit;Car;5000.0;A_Cancelled
1346;Application_1624825294;18;User_11;63;New credit;Car;5000.0;A_Cancelled
1347;Application_1624825294;2;User_11;63;New credit;Car;5000.0;A_Cancelled
1348;Application_1624825294;24;User_99;63;New credit;Car;5000.0;A_Cancelled
1349;Application_1624825294;9;User_113;63;New credit;Car;5000.0;A_Cancelled
1350;Application_1624825294;14;User_113;63;New credit;Car;5000.0;A_Cancelled
1351;Application_1624825294;19;User_2;63;New credit;Car;5000.0;A_Cancelled
1352;Application_1624825294;6;User_99;63;New credit;Car;5000.0;A_Cancelled
1353;Application_1624825294;1;User_2;63;New credit;Car;5000.0;A_Cancelled
2233;Application_927205634;4;User_75;62;New credit;Unknown;0.0;A_Cancelled
2234;Application_927205634;20;User_75;62;New credit;Unknown;0.0;A_Cancelled
2235;Application_927205634;3;User_75;62;New credit;Unknown;0.0;A_Cancelled
2236;Application_927205634;0;User_75;62;New credit;Unknown;0.0;A_Cancelled
2237;Application_927205634;12;User_75;62;New credit;Unknown;0.0;A_Cancelled
2238;Application_927205634;13;User_75;62;New credit;Unknown;0.0;A_Cancelled
2239;Application_927205634;15;User_75;62;New credit;Unknown;0.0;A_Cancelled
2240;Application_927205634;18;User_75;62;New credit;Unknown;0.0;A_Cancelled
2241;Application_927205634;2;User_75;62;New credit;Unknown;0.0;A_Cancelled
2242;Application_927205634;24;User_75;62;New credit;Unknown;0.0;A_Cancelled
2243;Application_927205634;9;User_75;62;New credit;Unknown;0.0;A_Cancelled
