;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
123;Application_1878239836;4;User_1;9;New credit;Home improvement;15000.0;A_Denied
124;Application_1878239836;8;User_1;9;New credit;Home improvement;15000.0;A_Denied
125;Application_1878239836;3;User_1;9;New credit;Home improvement;15000.0;A_Denied
126;Application_1878239836;20;User_3;9;New credit;Home improvement;15000.0;A_Denied
127;Application_1878239836;0;User_3;9;New credit;Home improvement;15000.0;A_Denied
128;Application_1878239836;12;User_3;9;New credit;Home improvement;15000.0;A_Denied
129;Application_1878239836;13;User_3;9;New credit;Home improvement;15000.0;A_Denied
130;Application_1878239836;15;User_3;9;New credit;Home improvement;15000.0;A_Denied
131;Application_1878239836;18;User_3;9;New credit;Home improvement;15000.0;A_Denied
132;Application_1878239836;2;User_3;9;New credit;Home improvement;15000.0;A_Denied
133;Application_1878239836;24;User_99;9;New credit;Home improvement;15000.0;A_Denied
134;Application_1878239836;9;User_113;9;New credit;Home improvement;15000.0;A_Denied
135;Application_1878239836;14;User_113;9;New credit;Home improvement;15000.0;A_Denied
136;Application_1878239836;5;User_99;9;New credit;Home improvement;15000.0;A_Denied
264;Application_1806387393;4;User_1;628;New credit;Car;5000.0;A_Denied
265;Application_1806387393;8;User_1;628;New credit;Car;5000.0;A_Denied
266;Application_1806387393;21;User_17;628;New credit;Car;5000.0;A_Denied
267;Application_1806387393;20;User_38;628;New credit;Car;5000.0;A_Denied
268;Application_1806387393;3;User_17;628;New credit;Car;5000.0;A_Denied
269;Application_1806387393;20;User_38;628;New credit;Car;5000.0;A_Denied
270;Application_1806387393;0;User_38;628;New credit;Car;5000.0;A_Denied
271;Application_1806387393;12;User_38;628;New credit;Car;5000.0;A_Denied
272;Application_1806387393;13;User_38;628;New credit;Car;5000.0;A_Denied
273;Application_1806387393;15;User_38;628;New credit;Car;5000.0;A_Denied
274;Application_1806387393;18;User_38;628;New credit;Car;5000.0;A_Denied
275;Application_1806387393;2;User_38;628;New credit;Car;5000.0;A_Denied
276;Application_1806387393;24;User_95;628;New credit;Car;5000.0;A_Denied
277;Application_1806387393;9;User_117;628;New credit;Car;5000.0;A_Denied
278;Application_1806387393;14;User_117;628;New credit;Car;5000.0;A_Denied
279;Application_1806387393;5;User_95;628;New credit;Car;5000.0;A_Denied
1380;Application_987262285;4;User_1;18;New credit;Car;6000.0;A_Denied
1381;Application_987262285;8;User_1;18;New credit;Car;6000.0;A_Denied
1382;Application_987262285;21;User_14;18;New credit;Car;6000.0;A_Denied
1383;Application_987262285;20;User_14;18;New credit;Car;6000.0;A_Denied
1384;Application_987262285;3;User_14;18;New credit;Car;6000.0;A_Denied
1385;Application_987262285;0;User_22;18;New credit;Car;6000.0;A_Denied
1386;Application_987262285;12;User_22;18;New credit;Car;6000.0;A_Denied
1387;Application_987262285;13;User_22;18;New credit;Car;6000.0;A_Denied
1388;Application_987262285;15;User_22;18;New credit;Car;6000.0;A_Denied
1389;Application_987262285;18;User_22;18;New credit;Car;6000.0;A_Denied
1390;Application_987262285;2;User_22;18;New credit;Car;6000.0;A_Denied
1391;Application_987262285;24;User_68;18;New credit;Car;6000.0;A_Denied
1392;Application_987262285;9;User_116;18;New credit;Car;6000.0;A_Denied
1393;Application_987262285;14;User_116;18;New credit;Car;6000.0;A_Denied
1394;Application_987262285;5;User_68;18;New credit;Car;6000.0;A_Denied
1957;Application_774787486;4;User_1;59;New credit;Home improvement;10000.0;A_Denied
1958;Application_774787486;8;User_1;59;New credit;Home improvement;10000.0;A_Denied
1959;Application_774787486;3;User_1;59;New credit;Home improvement;10000.0;A_Denied
1960;Application_774787486;20;User_16;59;New credit;Home improvement;10000.0;A_Denied
1961;Application_774787486;0;User_10;59;New credit;Home improvement;10000.0;A_Denied
1962;Application_774787486;12;User_10;59;New credit;Home improvement;10000.0;A_Denied
1963;Application_774787486;13;User_10;59;New credit;Home improvement;10000.0;A_Denied
1964;Application_774787486;15;User_10;59;New credit;Home improvement;10000.0;A_Denied
1965;Application_774787486;18;User_10;59;New credit;Home improvement;10000.0;A_Denied
1966;Application_774787486;2;User_10;59;New credit;Home improvement;10000.0;A_Denied
1967;Application_774787486;12;User_8;59;New credit;Home improvement;10000.0;A_Denied
1968;Application_774787486;13;User_8;59;New credit;Home improvement;10000.0;A_Denied
1969;Application_774787486;15;User_8;59;New credit;Home improvement;10000.0;A_Denied
1970;Application_774787486;24;User_95;59;New credit;Home improvement;10000.0;A_Denied
1971;Application_774787486;9;User_117;59;New credit;Home improvement;10000.0;A_Denied
1972;Application_774787486;14;User_117;59;New credit;Home improvement;10000.0;A_Denied
1973;Application_774787486;5;User_95;59;New credit;Home improvement;10000.0;A_Denied
2072;Application_914660918;4;User_16;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2073;Application_914660918;3;User_16;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2074;Application_914660918;20;User_16;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2075;Application_914660918;0;User_16;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2076;Application_914660918;12;User_16;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2077;Application_914660918;13;User_16;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2078;Application_914660918;15;User_16;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2079;Application_914660918;18;User_16;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2080;Application_914660918;2;User_16;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2081;Application_914660918;24;User_118;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2082;Application_914660918;9;User_118;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2083;Application_914660918;14;User_118;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2084;Application_914660918;5;User_75;42;Limit raise;Caravan / Camper;25000.0;A_Denied
2085;Application_167944225;4;User_1;9;New credit;Existing loan takeover;8000.0;A_Denied
2086;Application_167944225;8;User_1;9;New credit;Existing loan takeover;8000.0;A_Denied
2087;Application_167944225;3;User_1;9;New credit;Existing loan takeover;8000.0;A_Denied
2088;Application_167944225;20;User_16;9;New credit;Existing loan takeover;8000.0;A_Denied
2089;Application_167944225;0;User_10;9;New credit;Existing loan takeover;8000.0;A_Denied
2090;Application_167944225;12;User_10;9;New credit;Existing loan takeover;8000.0;A_Denied
2091;Application_167944225;13;User_10;9;New credit;Existing loan takeover;8000.0;A_Denied
2092;Application_167944225;15;User_10;9;New credit;Existing loan takeover;8000.0;A_Denied
2093;Application_167944225;18;User_10;9;New credit;Existing loan takeover;8000.0;A_Denied
2094;Application_167944225;2;User_10;9;New credit;Existing loan takeover;8000.0;A_Denied
2095;Application_167944225;24;User_112;9;New credit;Existing loan takeover;8000.0;A_Denied
2096;Application_167944225;9;User_112;9;New credit;Existing loan takeover;8000.0;A_Denied
2097;Application_167944225;14;User_112;9;New credit;Existing loan takeover;8000.0;A_Denied
2098;Application_167944225;5;User_99;9;New credit;Existing loan takeover;8000.0;A_Denied
3096;Application_1159653941;4;User_5;4;New credit;Unknown;0.0;A_Cancelled
3097;Application_1159653941;20;User_5;4;New credit;Unknown;0.0;A_Cancelled
3098;Application_1159653941;3;User_5;4;New credit;Unknown;0.0;A_Cancelled
3099;Application_1159653941;0;User_5;4;New credit;Unknown;0.0;A_Cancelled
3100;Application_1159653941;12;User_5;4;New credit;Unknown;0.0;A_Cancelled
3101;Application_1159653941;13;User_5;4;New credit;Unknown;0.0;A_Cancelled
3102;Application_1159653941;15;User_5;4;New credit;Unknown;0.0;A_Cancelled
3103;Application_1159653941;18;User_5;4;New credit;Unknown;0.0;A_Cancelled
3104;Application_1159653941;2;User_5;4;New credit;Unknown;0.0;A_Cancelled
3105;Application_1159653941;1;User_1;4;New credit;Unknown;0.0;A_Cancelled
3545;Application_1141114991;4;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3546;Application_1141114991;20;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3547;Application_1141114991;3;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3548;Application_1141114991;0;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3549;Application_1141114991;12;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3550;Application_1141114991;13;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3551;Application_1141114991;15;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3552;Application_1141114991;18;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3553;Application_1141114991;2;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3554;Application_1141114991;24;User_95;20;New credit;Other, see explanation;15000.0;A_Denied
3555;Application_1141114991;9;User_114;20;New credit;Other, see explanation;15000.0;A_Denied
3556;Application_1141114991;14;User_95;20;New credit;Other, see explanation;15000.0;A_Denied
3557;Application_1141114991;5;User_95;20;New credit;Other, see explanation;15000.0;A_Denied
3656;Application_2078020265;4;User_1;59;New credit;Car;10000.0;A_Denied
3657;Application_2078020265;8;User_1;59;New credit;Car;10000.0;A_Denied
3658;Application_2078020265;3;User_1;59;New credit;Car;10000.0;A_Denied
3659;Application_2078020265;20;User_24;59;New credit;Car;10000.0;A_Denied
3660;Application_2078020265;0;User_24;59;New credit;Car;10000.0;A_Denied
3661;Application_2078020265;12;User_24;59;New credit;Car;10000.0;A_Denied
3662;Application_2078020265;13;User_24;59;New credit;Car;10000.0;A_Denied
3663;Application_2078020265;15;User_24;59;New credit;Car;10000.0;A_Denied
3664;Application_2078020265;18;User_24;59;New credit;Car;10000.0;A_Denied
3665;Application_2078020265;2;User_24;59;New credit;Car;10000.0;A_Denied
3666;Application_2078020265;12;User_12;59;New credit;Car;10000.0;A_Denied
3667;Application_2078020265;13;User_12;59;New credit;Car;10000.0;A_Denied
3668;Application_2078020265;15;User_12;59;New credit;Car;10000.0;A_Denied
3669;Application_2078020265;24;User_29;59;New credit;Car;10000.0;A_Denied
3670;Application_2078020265;9;User_117;59;New credit;Car;10000.0;A_Denied
3671;Application_2078020265;14;User_117;59;New credit;Car;10000.0;A_Denied
3672;Application_2078020265;5;User_29;59;New credit;Car;10000.0;A_Denied
3805;Application_19324985;4;User_1;7;New credit;Car;8000.0;A_Cancelled
3806;Application_19324985;8;User_1;7;New credit;Car;8000.0;A_Cancelled
3807;Application_19324985;21;User_5;7;New credit;Car;8000.0;A_Cancelled
3808;Application_19324985;20;User_5;7;New credit;Car;8000.0;A_Cancelled
3809;Application_19324985;3;User_5;7;New credit;Car;8000.0;A_Cancelled
3810;Application_19324985;0;User_28;7;New credit;Car;8000.0;A_Cancelled
3811;Application_19324985;12;User_28;7;New credit;Car;8000.0;A_Cancelled
3812;Application_19324985;13;User_28;7;New credit;Car;8000.0;A_Cancelled
3813;Application_19324985;15;User_28;7;New credit;Car;8000.0;A_Cancelled
3814;Application_19324985;18;User_28;7;New credit;Car;8000.0;A_Cancelled
3815;Application_19324985;2;User_28;7;New credit;Car;8000.0;A_Cancelled
3816;Application_19324985;1;User_10;7;New credit;Car;8000.0;A_Cancelled
4794;Application_1911804233;4;User_1;7;New credit;Other, see explanation;20000.0;A_Cancelled
4795;Application_1911804233;8;User_1;7;New credit;Other, see explanation;20000.0;A_Cancelled
4796;Application_1911804233;21;User_3;7;New credit;Other, see explanation;20000.0;A_Cancelled
4797;Application_1911804233;20;User_3;7;New credit;Other, see explanation;20000.0;A_Cancelled
4798;Application_1911804233;3;User_3;7;New credit;Other, see explanation;20000.0;A_Cancelled
4799;Application_1911804233;0;User_31;7;New credit;Other, see explanation;20000.0;A_Cancelled
4800;Application_1911804233;12;User_31;7;New credit;Other, see explanation;20000.0;A_Cancelled
4801;Application_1911804233;13;User_31;7;New credit;Other, see explanation;20000.0;A_Cancelled
4802;Application_1911804233;15;User_31;7;New credit;Other, see explanation;20000.0;A_Cancelled
4803;Application_1911804233;18;User_31;7;New credit;Other, see explanation;20000.0;A_Cancelled
4804;Application_1911804233;2;User_31;7;New credit;Other, see explanation;20000.0;A_Cancelled
4805;Application_1911804233;1;User_1;7;New credit;Other, see explanation;20000.0;A_Cancelled
4950;Application_1172125329;4;User_1;54;New credit;Existing loan takeover;6000.0;A_Denied
4951;Application_1172125329;8;User_1;54;New credit;Existing loan takeover;6000.0;A_Denied
4952;Application_1172125329;3;User_1;54;New credit;Existing loan takeover;6000.0;A_Denied
4953;Application_1172125329;20;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4954;Application_1172125329;0;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4955;Application_1172125329;12;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4956;Application_1172125329;13;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4957;Application_1172125329;12;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4958;Application_1172125329;13;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4959;Application_1172125329;15;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4960;Application_1172125329;15;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4961;Application_1172125329;18;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4962;Application_1172125329;2;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4963;Application_1172125329;24;User_113;54;New credit;Existing loan takeover;6000.0;A_Denied
4964;Application_1172125329;9;User_113;54;New credit;Existing loan takeover;6000.0;A_Denied
4965;Application_1172125329;14;User_113;54;New credit;Existing loan takeover;6000.0;A_Denied
4966;Application_1172125329;5;User_115;54;New credit;Existing loan takeover;6000.0;A_Denied
4967;Application_1931792282;4;User_1;85;New credit;Home improvement;7000.0;A_Denied
4968;Application_1931792282;8;User_1;85;New credit;Home improvement;7000.0;A_Denied
4969;Application_1931792282;3;User_1;85;New credit;Home improvement;7000.0;A_Denied
4970;Application_1931792282;20;User_71;85;New credit;Home improvement;7000.0;A_Denied
4971;Application_1931792282;0;User_10;85;New credit;Home improvement;7000.0;A_Denied
4972;Application_1931792282;12;User_10;85;New credit;Home improvement;7000.0;A_Denied
4973;Application_1931792282;13;User_10;85;New credit;Home improvement;7000.0;A_Denied
4974;Application_1931792282;15;User_10;85;New credit;Home improvement;7000.0;A_Denied
4975;Application_1931792282;18;User_10;85;New credit;Home improvement;7000.0;A_Denied
4976;Application_1931792282;2;User_10;85;New credit;Home improvement;7000.0;A_Denied
4977;Application_1931792282;5;User_2;85;New credit;Home improvement;7000.0;A_Denied
