;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
591;Application_1193723578;4;User_1;112;New credit;Car;20000.0;A_Denied
592;Application_1193723578;8;User_1;112;New credit;Car;20000.0;A_Denied
593;Application_1193723578;3;User_1;112;New credit;Car;20000.0;A_Denied
594;Application_1193723578;20;User_7;112;New credit;Car;20000.0;A_Denied
595;Application_1193723578;0;User_7;112;New credit;Car;20000.0;A_Denied
596;Application_1193723578;12;User_7;112;New credit;Car;20000.0;A_Denied
597;Application_1193723578;13;User_7;112;New credit;Car;20000.0;A_Denied
598;Application_1193723578;15;User_7;112;New credit;Car;20000.0;A_Denied
599;Application_1193723578;18;User_7;112;New credit;Car;20000.0;A_Denied
600;Application_1193723578;2;User_7;112;New credit;Car;20000.0;A_Denied
601;Application_1193723578;12;User_4;112;New credit;Car;20000.0;A_Denied
602;Application_1193723578;13;User_4;112;New credit;Car;20000.0;A_Denied
603;Application_1193723578;15;User_4;112;New credit;Car;20000.0;A_Denied
604;Application_1193723578;24;User_113;112;New credit;Car;20000.0;A_Denied
605;Application_1193723578;9;User_113;112;New credit;Car;20000.0;A_Denied
606;Application_1193723578;14;User_113;112;New credit;Car;20000.0;A_Denied
607;Application_1193723578;19;User_100;112;New credit;Car;20000.0;A_Denied
608;Application_1193723578;6;User_100;112;New credit;Car;20000.0;A_Denied
609;Application_1193723578;24;User_2;112;New credit;Car;20000.0;A_Denied
610;Application_1193723578;9;User_2;112;New credit;Car;20000.0;A_Denied
611;Application_1193723578;5;User_100;112;New credit;Car;20000.0;A_Denied
1917;Application_58755651;4;User_1;1133;New credit;Home improvement;50000.0;A_Denied
1918;Application_58755651;8;User_1;1133;New credit;Home improvement;50000.0;A_Denied
1919;Application_58755651;3;User_1;1133;New credit;Home improvement;50000.0;A_Denied
1920;Application_58755651;20;User_19;1133;New credit;Home improvement;50000.0;A_Denied
1921;Application_58755651;0;User_19;1133;New credit;Home improvement;50000.0;A_Denied
1922;Application_58755651;12;User_19;1133;New credit;Home improvement;50000.0;A_Denied
1923;Application_58755651;13;User_19;1133;New credit;Home improvement;50000.0;A_Denied
1924;Application_58755651;15;User_19;1133;New credit;Home improvement;50000.0;A_Denied
1925;Application_58755651;18;User_19;1133;New credit;Home improvement;50000.0;A_Denied
1926;Application_58755651;2;User_19;1133;New credit;Home improvement;50000.0;A_Denied
1927;Application_58755651;12;User_7;1133;New credit;Home improvement;50000.0;A_Denied
1928;Application_58755651;13;User_7;1133;New credit;Home improvement;50000.0;A_Denied
1929;Application_58755651;16;User_7;1133;New credit;Home improvement;50000.0;A_Denied
1930;Application_58755651;12;User_85;1133;New credit;Home improvement;50000.0;A_Denied
1931;Application_58755651;13;User_85;1133;New credit;Home improvement;50000.0;A_Denied
1932;Application_58755651;16;User_85;1133;New credit;Home improvement;50000.0;A_Denied
1933;Application_58755651;24;User_95;1133;New credit;Home improvement;50000.0;A_Denied
1934;Application_58755651;9;User_117;1133;New credit;Home improvement;50000.0;A_Denied
1935;Application_58755651;14;User_117;1133;New credit;Home improvement;50000.0;A_Denied
1936;Application_58755651;5;User_95;1133;New credit;Home improvement;50000.0;A_Denied
1957;Application_774787486;4;User_1;59;New credit;Home improvement;10000.0;A_Denied
1958;Application_774787486;8;User_1;59;New credit;Home improvement;10000.0;A_Denied
1959;Application_774787486;3;User_1;59;New credit;Home improvement;10000.0;A_Denied
1960;Application_774787486;20;User_16;59;New credit;Home improvement;10000.0;A_Denied
1961;Application_774787486;0;User_10;59;New credit;Home improvement;10000.0;A_Denied
1962;Application_774787486;12;User_10;59;New credit;Home improvement;10000.0;A_Denied
1963;Application_774787486;13;User_10;59;New credit;Home improvement;10000.0;A_Denied
1964;Application_774787486;15;User_10;59;New credit;Home improvement;10000.0;A_Denied
1965;Application_774787486;18;User_10;59;New credit;Home improvement;10000.0;A_Denied
1966;Application_774787486;2;User_10;59;New credit;Home improvement;10000.0;A_Denied
1967;Application_774787486;12;User_8;59;New credit;Home improvement;10000.0;A_Denied
1968;Application_774787486;13;User_8;59;New credit;Home improvement;10000.0;A_Denied
1969;Application_774787486;15;User_8;59;New credit;Home improvement;10000.0;A_Denied
1970;Application_774787486;24;User_95;59;New credit;Home improvement;10000.0;A_Denied
1971;Application_774787486;9;User_117;59;New credit;Home improvement;10000.0;A_Denied
1972;Application_774787486;14;User_117;59;New credit;Home improvement;10000.0;A_Denied
1973;Application_774787486;5;User_95;59;New credit;Home improvement;10000.0;A_Denied
2628;Application_1538441067;4;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2629;Application_1538441067;20;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2630;Application_1538441067;3;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2631;Application_1538441067;0;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2632;Application_1538441067;12;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2633;Application_1538441067;13;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2634;Application_1538441067;15;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2635;Application_1538441067;18;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2636;Application_1538441067;2;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2637;Application_1538441067;12;User_4;267;New credit;Home improvement;10500.0;A_Cancelled
2638;Application_1538441067;13;User_4;267;New credit;Home improvement;10500.0;A_Cancelled
2639;Application_1538441067;15;User_4;267;New credit;Home improvement;10500.0;A_Cancelled
2640;Application_1538441067;24;User_99;267;New credit;Home improvement;10500.0;A_Cancelled
2641;Application_1538441067;9;User_112;267;New credit;Home improvement;10500.0;A_Cancelled
2642;Application_1538441067;14;User_112;267;New credit;Home improvement;10500.0;A_Cancelled
2643;Application_1538441067;19;User_99;267;New credit;Home improvement;10500.0;A_Cancelled
2644;Application_1538441067;6;User_99;267;New credit;Home improvement;10500.0;A_Cancelled
2645;Application_1538441067;1;User_9;267;New credit;Home improvement;10500.0;A_Cancelled
3430;Application_485131054;4;User_19;70;New credit;Unknown;0.0;A_Denied
3431;Application_485131054;20;User_19;70;New credit;Unknown;0.0;A_Denied
3432;Application_485131054;3;User_19;70;New credit;Unknown;0.0;A_Denied
3433;Application_485131054;0;User_19;70;New credit;Unknown;0.0;A_Denied
3434;Application_485131054;12;User_19;70;New credit;Unknown;0.0;A_Denied
3435;Application_485131054;13;User_19;70;New credit;Unknown;0.0;A_Denied
3436;Application_485131054;15;User_19;70;New credit;Unknown;0.0;A_Denied
3437;Application_485131054;18;User_19;70;New credit;Unknown;0.0;A_Denied
3438;Application_485131054;2;User_19;70;New credit;Unknown;0.0;A_Denied
3439;Application_485131054;12;User_36;70;New credit;Unknown;0.0;A_Denied
3440;Application_485131054;13;User_36;70;New credit;Unknown;0.0;A_Denied
3441;Application_485131054;15;User_36;70;New credit;Unknown;0.0;A_Denied
3442;Application_485131054;24;User_95;70;New credit;Unknown;0.0;A_Denied
3443;Application_485131054;9;User_120;70;New credit;Unknown;0.0;A_Denied
3444;Application_485131054;14;User_120;70;New credit;Unknown;0.0;A_Denied
3445;Application_485131054;5;User_95;70;New credit;Unknown;0.0;A_Denied
3656;Application_2078020265;4;User_1;59;New credit;Car;10000.0;A_Denied
3657;Application_2078020265;8;User_1;59;New credit;Car;10000.0;A_Denied
3658;Application_2078020265;3;User_1;59;New credit;Car;10000.0;A_Denied
3659;Application_2078020265;20;User_24;59;New credit;Car;10000.0;A_Denied
3660;Application_2078020265;0;User_24;59;New credit;Car;10000.0;A_Denied
3661;Application_2078020265;12;User_24;59;New credit;Car;10000.0;A_Denied
3662;Application_2078020265;13;User_24;59;New credit;Car;10000.0;A_Denied
3663;Application_2078020265;15;User_24;59;New credit;Car;10000.0;A_Denied
3664;Application_2078020265;18;User_24;59;New credit;Car;10000.0;A_Denied
3665;Application_2078020265;2;User_24;59;New credit;Car;10000.0;A_Denied
3666;Application_2078020265;12;User_12;59;New credit;Car;10000.0;A_Denied
3667;Application_2078020265;13;User_12;59;New credit;Car;10000.0;A_Denied
3668;Application_2078020265;15;User_12;59;New credit;Car;10000.0;A_Denied
3669;Application_2078020265;24;User_29;59;New credit;Car;10000.0;A_Denied
3670;Application_2078020265;9;User_117;59;New credit;Car;10000.0;A_Denied
3671;Application_2078020265;14;User_117;59;New credit;Car;10000.0;A_Denied
3672;Application_2078020265;5;User_29;59;New credit;Car;10000.0;A_Denied
4227;Application_1447851462;4;User_3;1145;Limit raise;Home improvement;23000.0;A_Denied
4228;Application_1447851462;3;User_3;1145;Limit raise;Home improvement;23000.0;A_Denied
4229;Application_1447851462;20;User_3;1145;Limit raise;Home improvement;23000.0;A_Denied
4230;Application_1447851462;0;User_3;1145;Limit raise;Home improvement;23000.0;A_Denied
4231;Application_1447851462;12;User_3;1145;Limit raise;Home improvement;23000.0;A_Denied
4232;Application_1447851462;13;User_3;1145;Limit raise;Home improvement;23000.0;A_Denied
4233;Application_1447851462;15;User_3;1145;Limit raise;Home improvement;23000.0;A_Denied
4234;Application_1447851462;18;User_3;1145;Limit raise;Home improvement;23000.0;A_Denied
4235;Application_1447851462;2;User_3;1145;Limit raise;Home improvement;23000.0;A_Denied
4236;Application_1447851462;24;User_68;1145;Limit raise;Home improvement;23000.0;A_Denied
4237;Application_1447851462;9;User_113;1145;Limit raise;Home improvement;23000.0;A_Denied
4238;Application_1447851462;14;User_113;1145;Limit raise;Home improvement;23000.0;A_Denied
4239;Application_1447851462;24;User_68;1145;Limit raise;Home improvement;23000.0;A_Denied
4240;Application_1447851462;19;User_68;1145;Limit raise;Home improvement;23000.0;A_Denied
4241;Application_1447851462;6;User_68;1145;Limit raise;Home improvement;23000.0;A_Denied
4242;Application_1447851462;24;User_116;1145;Limit raise;Home improvement;23000.0;A_Denied
4243;Application_1447851462;9;User_116;1145;Limit raise;Home improvement;23000.0;A_Denied
4244;Application_1447851462;5;User_68;1145;Limit raise;Home improvement;23000.0;A_Denied
4950;Application_1172125329;4;User_1;54;New credit;Existing loan takeover;6000.0;A_Denied
4951;Application_1172125329;8;User_1;54;New credit;Existing loan takeover;6000.0;A_Denied
4952;Application_1172125329;3;User_1;54;New credit;Existing loan takeover;6000.0;A_Denied
4953;Application_1172125329;20;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4954;Application_1172125329;0;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4955;Application_1172125329;12;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4956;Application_1172125329;13;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4957;Application_1172125329;12;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4958;Application_1172125329;13;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4959;Application_1172125329;15;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4960;Application_1172125329;15;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4961;Application_1172125329;18;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4962;Application_1172125329;2;User_49;54;New credit;Existing loan takeover;6000.0;A_Denied
4963;Application_1172125329;24;User_113;54;New credit;Existing loan takeover;6000.0;A_Denied
4964;Application_1172125329;9;User_113;54;New credit;Existing loan takeover;6000.0;A_Denied
4965;Application_1172125329;14;User_113;54;New credit;Existing loan takeover;6000.0;A_Denied
4966;Application_1172125329;5;User_115;54;New credit;Existing loan takeover;6000.0;A_Denied
5489;Application_987213908;4;User_1;144;New credit;Car;15000.0;A_Denied
5490;Application_987213908;8;User_1;144;New credit;Car;15000.0;A_Denied
5491;Application_987213908;21;User_14;144;New credit;Car;15000.0;A_Denied
5492;Application_987213908;20;User_37;144;New credit;Car;15000.0;A_Denied
5493;Application_987213908;3;User_14;144;New credit;Car;15000.0;A_Denied
5494;Application_987213908;0;User_37;144;New credit;Car;15000.0;A_Denied
5495;Application_987213908;12;User_37;144;New credit;Car;15000.0;A_Denied
5496;Application_987213908;13;User_37;144;New credit;Car;15000.0;A_Denied
5497;Application_987213908;15;User_37;144;New credit;Car;15000.0;A_Denied
5498;Application_987213908;18;User_37;144;New credit;Car;15000.0;A_Denied
5499;Application_987213908;2;User_37;144;New credit;Car;15000.0;A_Denied
5500;Application_987213908;24;User_29;144;New credit;Car;15000.0;A_Denied
5501;Application_987213908;9;User_118;144;New credit;Car;15000.0;A_Denied
5502;Application_987213908;14;User_118;144;New credit;Car;15000.0;A_Denied
5503;Application_987213908;19;User_29;144;New credit;Car;15000.0;A_Denied
5504;Application_987213908;6;User_29;144;New credit;Car;15000.0;A_Denied
5505;Application_987213908;5;User_27;144;New credit;Car;15000.0;A_Denied
7313;Application_1600150028;4;User_1;59;New credit;Home improvement;20000.0;A_Denied
7314;Application_1600150028;8;User_1;59;New credit;Home improvement;20000.0;A_Denied
7315;Application_1600150028;3;User_1;59;New credit;Home improvement;20000.0;A_Denied
7316;Application_1600150028;20;User_24;59;New credit;Home improvement;20000.0;A_Denied
7317;Application_1600150028;0;User_25;59;New credit;Home improvement;20000.0;A_Denied
7318;Application_1600150028;12;User_25;59;New credit;Home improvement;20000.0;A_Denied
7319;Application_1600150028;13;User_25;59;New credit;Home improvement;20000.0;A_Denied
7320;Application_1600150028;15;User_25;59;New credit;Home improvement;20000.0;A_Denied
7321;Application_1600150028;18;User_25;59;New credit;Home improvement;20000.0;A_Denied
7322;Application_1600150028;2;User_25;59;New credit;Home improvement;20000.0;A_Denied
7323;Application_1600150028;12;User_5;59;New credit;Home improvement;20000.0;A_Denied
7324;Application_1600150028;13;User_5;59;New credit;Home improvement;20000.0;A_Denied
7325;Application_1600150028;15;User_5;59;New credit;Home improvement;20000.0;A_Denied
7326;Application_1600150028;24;User_95;59;New credit;Home improvement;20000.0;A_Denied
7327;Application_1600150028;9;User_116;59;New credit;Home improvement;20000.0;A_Denied
7328;Application_1600150028;14;User_116;59;New credit;Home improvement;20000.0;A_Denied
7329;Application_1600150028;5;User_95;59;New credit;Home improvement;20000.0;A_Denied
8038;Application_1468021532;4;User_27;978;New credit;Unknown;15000.0;A_Denied
8039;Application_1468021532;20;User_27;978;New credit;Unknown;15000.0;A_Denied
8040;Application_1468021532;3;User_27;978;New credit;Unknown;15000.0;A_Denied
8041;Application_1468021532;0;User_27;978;New credit;Unknown;15000.0;A_Denied
8042;Application_1468021532;12;User_27;978;New credit;Unknown;15000.0;A_Denied
8043;Application_1468021532;13;User_27;978;New credit;Unknown;15000.0;A_Denied
8044;Application_1468021532;16;User_27;978;New credit;Unknown;15000.0;A_Denied
8045;Application_1468021532;18;User_27;978;New credit;Unknown;15000.0;A_Denied
8046;Application_1468021532;2;User_27;978;New credit;Unknown;15000.0;A_Denied
8047;Application_1468021532;12;User_14;978;New credit;Unknown;15000.0;A_Denied
8048;Application_1468021532;13;User_14;978;New credit;Unknown;15000.0;A_Denied
8049;Application_1468021532;16;User_14;978;New credit;Unknown;15000.0;A_Denied
8050;Application_1468021532;24;User_29;978;New credit;Unknown;15000.0;A_Denied
8051;Application_1468021532;9;User_118;978;New credit;Unknown;15000.0;A_Denied
8052;Application_1468021532;14;User_118;978;New credit;Unknown;15000.0;A_Denied
8053;Application_1468021532;19;User_29;978;New credit;Unknown;15000.0;A_Denied
8054;Application_1468021532;6;User_29;978;New credit;Unknown;15000.0;A_Denied
8055;Application_1468021532;24;User_29;978;New credit;Unknown;15000.0;A_Denied
8056;Application_1468021532;9;User_114;978;New credit;Unknown;15000.0;A_Denied
8057;Application_1468021532;5;User_29;978;New credit;Unknown;15000.0;A_Denied
8093;Application_1903580067;4;User_1;24;New credit;Home improvement;5000.0;A_Denied
8094;Application_1903580067;8;User_1;24;New credit;Home improvement;5000.0;A_Denied
8095;Application_1903580067;3;User_1;24;New credit;Home improvement;5000.0;A_Denied
