;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
93;Application_1085880569;4;User_1;19;New credit;Existing loan takeover;13000.0;A_Cancelled
94;Application_1085880569;8;User_1;19;New credit;Existing loan takeover;13000.0;A_Cancelled
95;Application_1085880569;3;User_1;19;New credit;Existing loan takeover;13000.0;A_Cancelled
96;Application_1085880569;20;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
97;Application_1085880569;0;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
98;Application_1085880569;12;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
99;Application_1085880569;13;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
100;Application_1085880569;15;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
101;Application_1085880569;18;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
102;Application_1085880569;2;User_17;19;New credit;Existing loan takeover;13000.0;A_Cancelled
103;Application_1085880569;12;User_8;19;New credit;Existing loan takeover;13000.0;A_Cancelled
104;Application_1085880569;13;User_8;19;New credit;Existing loan takeover;13000.0;A_Cancelled
105;Application_1085880569;15;User_8;19;New credit;Existing loan takeover;13000.0;A_Cancelled
106;Application_1085880569;1;User_1;19;New credit;Existing loan takeover;13000.0;A_Cancelled
213;Application_42838382;4;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
214;Application_42838382;8;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
215;Application_42838382;3;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
216;Application_42838382;20;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
217;Application_42838382;0;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
218;Application_42838382;12;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
219;Application_42838382;13;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
220;Application_42838382;12;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
221;Application_42838382;13;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
222;Application_42838382;15;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
223;Application_42838382;15;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
224;Application_42838382;18;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
225;Application_42838382;2;User_3;60;New credit;Existing loan takeover;29500.0;A_Cancelled
226;Application_42838382;12;User_8;60;New credit;Existing loan takeover;29500.0;A_Cancelled
227;Application_42838382;13;User_8;60;New credit;Existing loan takeover;29500.0;A_Cancelled
228;Application_42838382;15;User_8;60;New credit;Existing loan takeover;29500.0;A_Cancelled
229;Application_42838382;1;User_1;60;New credit;Existing loan takeover;29500.0;A_Cancelled
469;Application_931862671;4;User_1;60;New credit;Car;6000.0;A_Cancelled
470;Application_931862671;8;User_1;60;New credit;Car;6000.0;A_Cancelled
471;Application_931862671;3;User_1;60;New credit;Car;6000.0;A_Cancelled
472;Application_931862671;20;User_28;60;New credit;Car;6000.0;A_Cancelled
473;Application_931862671;0;User_28;60;New credit;Car;6000.0;A_Cancelled
474;Application_931862671;12;User_28;60;New credit;Car;6000.0;A_Cancelled
475;Application_931862671;13;User_28;60;New credit;Car;6000.0;A_Cancelled
476;Application_931862671;12;User_28;60;New credit;Car;6000.0;A_Cancelled
477;Application_931862671;13;User_28;60;New credit;Car;6000.0;A_Cancelled
478;Application_931862671;15;User_28;60;New credit;Car;6000.0;A_Cancelled
479;Application_931862671;15;User_28;60;New credit;Car;6000.0;A_Cancelled
480;Application_931862671;18;User_28;60;New credit;Car;6000.0;A_Cancelled
481;Application_931862671;2;User_28;60;New credit;Car;6000.0;A_Cancelled
482;Application_931862671;12;User_8;60;New credit;Car;6000.0;A_Cancelled
483;Application_931862671;13;User_8;60;New credit;Car;6000.0;A_Cancelled
484;Application_931862671;15;User_8;60;New credit;Car;6000.0;A_Cancelled
485;Application_931862671;1;User_20;60;New credit;Car;6000.0;A_Cancelled
577;Application_2015287405;4;User_1;19;New credit;Car;15000.0;A_Cancelled
578;Application_2015287405;8;User_1;19;New credit;Car;15000.0;A_Cancelled
579;Application_2015287405;3;User_1;19;New credit;Car;15000.0;A_Cancelled
580;Application_2015287405;20;User_13;19;New credit;Car;15000.0;A_Cancelled
581;Application_2015287405;0;User_28;19;New credit;Car;15000.0;A_Cancelled
582;Application_2015287405;12;User_28;19;New credit;Car;15000.0;A_Cancelled
583;Application_2015287405;13;User_28;19;New credit;Car;15000.0;A_Cancelled
584;Application_2015287405;15;User_28;19;New credit;Car;15000.0;A_Cancelled
585;Application_2015287405;18;User_28;19;New credit;Car;15000.0;A_Cancelled
586;Application_2015287405;2;User_28;19;New credit;Car;15000.0;A_Cancelled
587;Application_2015287405;12;User_8;19;New credit;Car;15000.0;A_Cancelled
588;Application_2015287405;13;User_8;19;New credit;Car;15000.0;A_Cancelled
589;Application_2015287405;15;User_8;19;New credit;Car;15000.0;A_Cancelled
590;Application_2015287405;1;User_1;19;New credit;Car;15000.0;A_Cancelled
1092;Application_340403559;4;User_1;19;New credit;Car;17000.0;A_Cancelled
1093;Application_340403559;8;User_1;19;New credit;Car;17000.0;A_Cancelled
1094;Application_340403559;3;User_1;19;New credit;Car;17000.0;A_Cancelled
1095;Application_340403559;20;User_15;19;New credit;Car;17000.0;A_Cancelled
1096;Application_340403559;0;User_15;19;New credit;Car;17000.0;A_Cancelled
1097;Application_340403559;12;User_15;19;New credit;Car;17000.0;A_Cancelled
1098;Application_340403559;13;User_15;19;New credit;Car;17000.0;A_Cancelled
1099;Application_340403559;15;User_15;19;New credit;Car;17000.0;A_Cancelled
1100;Application_340403559;18;User_15;19;New credit;Car;17000.0;A_Cancelled
1101;Application_340403559;2;User_15;19;New credit;Car;17000.0;A_Cancelled
1102;Application_340403559;12;User_8;19;New credit;Car;17000.0;A_Cancelled
1103;Application_340403559;13;User_8;19;New credit;Car;17000.0;A_Cancelled
1104;Application_340403559;15;User_8;19;New credit;Car;17000.0;A_Cancelled
1105;Application_340403559;1;User_1;19;New credit;Car;17000.0;A_Cancelled
1280;Application_1588619628;4;User_1;214;New credit;Home improvement;24000.0;A_Cancelled
1281;Application_1588619628;8;User_1;214;New credit;Home improvement;24000.0;A_Cancelled
1282;Application_1588619628;21;User_14;214;New credit;Home improvement;24000.0;A_Cancelled
1283;Application_1588619628;20;User_15;214;New credit;Home improvement;24000.0;A_Cancelled
1284;Application_1588619628;3;User_14;214;New credit;Home improvement;24000.0;A_Cancelled
1285;Application_1588619628;0;User_15;214;New credit;Home improvement;24000.0;A_Cancelled
1286;Application_1588619628;12;User_15;214;New credit;Home improvement;24000.0;A_Cancelled
