i;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
1161;Application_1535675187;4;User_1;131;New credit;Car;8500.0;A_Pending
1162;Application_1535675187;8;User_1;131;New credit;Car;8500.0;A_Pending
1163;Application_1535675187;21;User_14;131;New credit;Car;8500.0;A_Pending
1164;Application_1535675187;20;User_16;131;New credit;Car;8500.0;A_Pending
1165;Application_1535675187;3;User_14;131;New credit;Car;8500.0;A_Pending
1166;Application_1535675187;0;User_16;131;New credit;Car;8500.0;A_Pending
1167;Application_1535675187;12;User_16;131;New credit;Car;8500.0;A_Pending
1168;Application_1535675187;13;User_16;131;New credit;Car;8500.0;A_Pending
1169;Application_1535675187;15;User_16;131;New credit;Car;8500.0;A_Pending
1170;Application_1535675187;18;User_16;131;New credit;Car;8500.0;A_Pending
1171;Application_1535675187;2;User_16;131;New credit;Car;8500.0;A_Pending
1172;Application_1535675187;24;User_75;131;New credit;Car;8500.0;A_Pending
1173;Application_1535675187;9;User_114;131;New credit;Car;8500.0;A_Pending
1174;Application_1535675187;14;User_114;131;New credit;Car;8500.0;A_Pending
1175;Application_1535675187;19;User_34;131;New credit;Car;8500.0;A_Pending
1176;Application_1535675187;6;User_75;131;New credit;Car;8500.0;A_Pending
1177;Application_1535675187;24;User_75;131;New credit;Car;8500.0;A_Pending
1178;Application_1535675187;9;User_114;131;New credit;Car;8500.0;A_Pending
1179;Application_1535675187;19;User_75;131;New credit;Car;8500.0;A_Pending
1180;Application_1535675187;6;User_75;131;New credit;Car;8500.0;A_Pending
1181;Application_1535675187;24;User_75;131;New credit;Car;8500.0;A_Pending
1182;Application_1535675187;9;User_116;131;New credit;Car;8500.0;A_Pending
1183;Application_1535675187;19;User_75;131;New credit;Car;8500.0;A_Pending
1184;Application_1535675187;6;User_75;131;New credit;Car;8500.0;A_Pending
1185;Application_1535675187;24;User_75;131;New credit;Car;8500.0;A_Pending
1186;Application_1535675187;9;User_34;131;New credit;Car;8500.0;A_Pending
1187;Application_1535675187;10;User_75;131;New credit;Car;8500.0;A_Pending
1188;Application_1535675187;7;User_75;131;New credit;Car;8500.0;A_Pending
2748;Application_1004303396;4;User_1;101;New credit;Home improvement;15000.0;A_Pending
2749;Application_1004303396;8;User_1;101;New credit;Home improvement;15000.0;A_Pending
2750;Application_1004303396;3;User_1;101;New credit;Home improvement;15000.0;A_Pending
2751;Application_1004303396;20;User_24;101;New credit;Home improvement;15000.0;A_Pending
2752;Application_1004303396;0;User_24;101;New credit;Home improvement;15000.0;A_Pending
2753;Application_1004303396;12;User_24;101;New credit;Home improvement;15000.0;A_Pending
2754;Application_1004303396;13;User_24;101;New credit;Home improvement;15000.0;A_Pending
2755;Application_1004303396;15;User_24;101;New credit;Home improvement;15000.0;A_Pending
2756;Application_1004303396;18;User_24;101;New credit;Home improvement;15000.0;A_Pending
2757;Application_1004303396;2;User_24;101;New credit;Home improvement;15000.0;A_Pending
2758;Application_1004303396;24;User_99;101;New credit;Home improvement;15000.0;A_Pending
2759;Application_1004303396;9;User_117;101;New credit;Home improvement;15000.0;A_Pending
2760;Application_1004303396;14;User_117;101;New credit;Home improvement;15000.0;A_Pending
2761;Application_1004303396;19;User_2;101;New credit;Home improvement;15000.0;A_Pending
2762;Application_1004303396;6;User_99;101;New credit;Home improvement;15000.0;A_Pending
2763;Application_1004303396;24;User_95;101;New credit;Home improvement;15000.0;A_Pending
2764;Application_1004303396;9;User_114;101;New credit;Home improvement;15000.0;A_Pending
2765;Application_1004303396;19;User_95;101;New credit;Home improvement;15000.0;A_Pending
2766;Application_1004303396;6;User_95;101;New credit;Home improvement;15000.0;A_Pending
2767;Application_1004303396;24;User_95;101;New credit;Home improvement;15000.0;A_Pending
2768;Application_1004303396;9;User_114;101;New credit;Home improvement;15000.0;A_Pending
2769;Application_1004303396;19;User_95;101;New credit;Home improvement;15000.0;A_Pending
2770;Application_1004303396;6;User_95;101;New credit;Home improvement;15000.0;A_Pending
2771;Application_1004303396;24;User_95;101;New credit;Home improvement;15000.0;A_Pending
2772;Application_1004303396;9;User_2;101;New credit;Home improvement;15000.0;A_Pending
2773;Application_1004303396;19;User_95;101;New credit;Home improvement;15000.0;A_Pending
2774;Application_1004303396;6;User_95;101;New credit;Home improvement;15000.0;A_Pending
2775;Application_1004303396;24;User_95;101;New credit;Home improvement;15000.0;A_Pending
2776;Application_1004303396;9;User_113;101;New credit;Home improvement;15000.0;A_Pending
2777;Application_1004303396;10;User_95;101;New credit;Home improvement;15000.0;A_Pending
2778;Application_1004303396;7;User_95;101;New credit;Home improvement;15000.0;A_Pending
4184;Application_438518989;4;User_1;1144;New credit;Unknown;0.0;A_Pending
4185;Application_438518989;8;User_1;1144;New credit;Unknown;0.0;A_Pending
4186;Application_438518989;21;User_24;1144;New credit;Unknown;0.0;A_Pending
4187;Application_438518989;20;User_71;1144;New credit;Unknown;0.0;A_Pending
4188;Application_438518989;3;User_7;1144;New credit;Unknown;0.0;A_Pending
4189;Application_438518989;0;User_7;1144;New credit;Unknown;0.0;A_Pending
4190;Application_438518989;12;User_71;1144;New credit;Unknown;0.0;A_Pending
4191;Application_438518989;13;User_71;1144;New credit;Unknown;0.0;A_Pending
4192;Application_438518989;15;User_71;1144;New credit;Unknown;0.0;A_Pending
4193;Application_438518989;18;User_71;1144;New credit;Unknown;0.0;A_Pending
4194;Application_438518989;2;User_71;1144;New credit;Unknown;0.0;A_Pending
4195;Application_438518989;24;User_99;1144;New credit;Unknown;0.0;A_Pending
4196;Application_438518989;9;User_117;1144;New credit;Unknown;0.0;A_Pending
4197;Application_438518989;14;User_117;1144;New credit;Unknown;0.0;A_Pending
4198;Application_438518989;19;User_87;1144;New credit;Unknown;0.0;A_Pending
4199;Application_438518989;6;User_87;1144;New credit;Unknown;0.0;A_Pending
4200;Application_438518989;24;User_114;1144;New credit;Unknown;0.0;A_Pending
4201;Application_438518989;9;User_114;1144;New credit;Unknown;0.0;A_Pending
4202;Application_438518989;19;User_99;1144;New credit;Unknown;0.0;A_Pending
4203;Application_438518989;6;User_99;1144;New credit;Unknown;0.0;A_Pending
4204;Application_438518989;12;User_2;1144;New credit;Unknown;0.0;A_Pending
4205;Application_438518989;13;User_2;1144;New credit;Unknown;0.0;A_Pending
4206;Application_438518989;16;User_2;1144;New credit;Unknown;0.0;A_Pending
4207;Application_438518989;24;User_114;1144;New credit;Unknown;0.0;A_Pending
4208;Application_438518989;9;User_114;1144;New credit;Unknown;0.0;A_Pending
4209;Application_438518989;14;User_99;1144;New credit;Unknown;0.0;A_Pending
4210;Application_438518989;19;User_99;1144;New credit;Unknown;0.0;A_Pending
4211;Application_438518989;6;User_99;1144;New credit;Unknown;0.0;A_Pending
4212;Application_438518989;10;User_109;1144;New credit;Unknown;0.0;A_Pending
4213;Application_438518989;7;User_109;1144;New credit;Unknown;0.0;A_Pending
6927;Application_1631137033;4;User_1;919;New credit;Not speficied;20000.0;A_Cancelled
6928;Application_1631137033;8;User_1;919;New credit;Not speficied;20000.0;A_Cancelled
6929;Application_1631137033;21;User_6;919;New credit;Not speficied;20000.0;A_Cancelled
6930;Application_1631137033;20;User_6;919;New credit;Not speficied;20000.0;A_Cancelled
6931;Application_1631137033;3;User_6;919;New credit;Not speficied;20000.0;A_Cancelled
6932;Application_1631137033;0;User_12;919;New credit;Not speficied;20000.0;A_Cancelled
