;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
5719;Application_74089970;4;User_1;183;New credit;Existing loan takeover;15000.0;A_Denied
5720;Application_74089970;8;User_1;183;New credit;Existing loan takeover;15000.0;A_Denied
5721;Application_74089970;3;User_1;183;New credit;Existing loan takeover;15000.0;A_Denied
5722;Application_74089970;20;User_37;183;New credit;Existing loan takeover;15000.0;A_Denied
5723;Application_74089970;0;User_37;183;New credit;Existing loan takeover;15000.0;A_Denied
5724;Application_74089970;12;User_37;183;New credit;Existing loan takeover;15000.0;A_Denied
5725;Application_74089970;13;User_37;183;New credit;Existing loan takeover;15000.0;A_Denied
5726;Application_74089970;5;User_37;183;New credit;Existing loan takeover;15000.0;A_Denied
6818;Application_1091101077;4;User_1;16;New credit;Home improvement;50000.0;A_Cancelled
6819;Application_1091101077;8;User_1;16;New credit;Home improvement;50000.0;A_Cancelled
6820;Application_1091101077;3;User_1;16;New credit;Home improvement;50000.0;A_Cancelled
6821;Application_1091101077;0;User_27;16;New credit;Home improvement;50000.0;A_Cancelled
6822;Application_1091101077;12;User_27;16;New credit;Home improvement;50000.0;A_Cancelled
6823;Application_1091101077;13;User_27;16;New credit;Home improvement;50000.0;A_Cancelled
6824;Application_1091101077;15;User_27;16;New credit;Home improvement;50000.0;A_Cancelled
6825;Application_1091101077;18;User_27;16;New credit;Home improvement;50000.0;A_Cancelled
6826;Application_1091101077;2;User_27;16;New credit;Home improvement;50000.0;A_Cancelled
6827;Application_1091101077;1;User_1;16;New credit;Home improvement;50000.0;A_Cancelled
7731;Application_402170266;4;User_89;94;New credit;Unknown;0.0;A_Cancelled
7732;Application_402170266;20;User_89;94;New credit;Unknown;0.0;A_Cancelled
7733;Application_402170266;3;User_89;94;New credit;Unknown;0.0;A_Cancelled
7734;Application_402170266;0;User_89;94;New credit;Unknown;0.0;A_Cancelled
7735;Application_402170266;12;User_89;94;New credit;Unknown;0.0;A_Cancelled
7736;Application_402170266;13;User_89;94;New credit;Unknown;0.0;A_Cancelled
7737;Application_402170266;16;User_89;94;New credit;Unknown;0.0;A_Cancelled
7738;Application_402170266;18;User_89;94;New credit;Unknown;0.0;A_Cancelled
